job_id,industry_key,year,title_clean,bert_exposure_score,bert_replace_score,description_excerpt,label_exposure,label_automatable,labeler,notes
3886471794,patent_ip,2024,Intellectual Property Associate (246215),0.076,0.009,"Eastridge Workforce Solutions has partnered with a premier law firm in the search for an Intellectual Property Associate for their Dallas office. Renowned for their expertise in intellectual property law, they offer an exceptional opportunity for a skilled associate to contribute to our dynamic practice areas. This is a hybrid role. Responsibilities: Provide strategic counsel to clients on a diverse array of intellectual property matters, spanning patent, trademark, copyright, trade secrets, licensing agreements, and IP litigation.Conduct thorough legal research, prepare documentation, and collaborate closely with multidisciplinary teams, including attorneys, paralegals, and support staff, to devise innovative and impactful legal solutions.Advocate for clients in various forums, including administrative proceedings, negotiations, mediations, and arbitrations, pertaining to intellectual property issues.Maintain a keen awareness of evolving intellectual property laws and regulations, proactively advising clients on compliance measures. Requirements: Possess a Juris Doctor (J.D.) degree from an accredited law school.Preferably hold a Bachelor of Science (B.S.) in Electrical Engineerin",0,0,claude-draft,IP associate attorney; legal judgment
3903476353,patent_ip,2024,"Senior Associate, Network Planning Engineer (IP Network Engineer)",0.048,0.047,"Job Title: Sr Associate, Network Planning Engineer (IP Network Engineer) Job Code: 10430 Job Location: Melbourne, FL Job Description: We are looking for a motivated individual ready for an exciting opportunity to join the FTI team as an IP Network Engineer supporting the IP Service Activation Center. As an IP Network Engineer, candidate will support supervision of FTI equipment and service order installation and activation. The candidate will collaborate with internal and external teams and work independently implementing scheduled network maintenance events. Other tasks include managing special projects supporting program requirements. The IP Network Engineer (SAC) will be responsible for: Execute and document formal acceptance testing of FTI products and services per program requirementsKnowledge of FTI Telecommunications equipment installation, configuration and testing standards including TDM, ETHERNET, PDH, SDH, SONET, and IP network architecture Possess an intermediate (CCNA certification, or equivalent experience) level of experience troubleshooting IP network configurations.Domain knowledge of data protocols including TCP/IP, DMVPN, BGP, OSPF, MPLS, EIGRP, ISIS, HSRP, VPLS,",0,0,claude-draft,IP=internet-protocol network engineer; networking not AI; technical
3905694001,patent_ip,2024,Associate IP Systems Administrator,0.087,0.003,"At Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We’re looking for people who are determined to make life better for people around the world. Throughout the Intellectual Property (IP) Department we believe people are fundamental to our success and our ability to deliver the best IP for Lilly. This is underpinned by the performance and capabilities of our employees. We are adding this position to our team to respond to competitive growth and increased complexity and volume across Lilly’s world-class IP assets. The successful candidate will support IP systems operations through assisting in the design, development, and management of best-in-class processes and workflows, with a heavy emphasis on IP protection/quality and risk mitigation measures. These will align with Global IP team ",0,0,claude-draft,IP-dept systems admin; IT troubleshooting
3890892681,patent_ip,2024,Intellectual Property Attorney,0.105,0.0,"LHH is assisting a Pennsylvania law firm in its search for an Intellectual Property Attorney. This is an opportunity to work on sophisticated matters with a firm that values work/life balance! Qualified candidates should have: 5-10 years of IP experience to include copyright, trademark and licensing Experience drafting all relevant documents and agreementsLicense to practice law in PA Big Law experience preferred, but not required Perks of the position include: Hybrid work scheduleLOW billable hour requirement Competitive compensation package including strong bonusesRoom for growth If interested, please apply to this posting with a copy of your resume.",0,0,claude-draft,IP attorney; legal judgment
3905664643,patent_ip,2024,JMSC-IP Technical Support Team Member - IEWTPT – TS/SCI Clearance w/POLY Required,0.414,0.006,"Job Description: Type of Requisition: Regular Clearance Level Must Currently Possess: Top Secret SCI + Polygraph Clearance Level Must Be Able To Obtain: Top Secret SCI + Polygraph Suitability: Public Trust/Other Required: Job Family: Intelligence Skills: Job Qualifications: Electronic Warfare, Intelligence Analysis, Intelligence Operations, Intelligence Writing Certifications: Security + - Compt TIA Experience: 6 + years of related experience US Citizenship Required: Yes Job Description: Technical Support Team Member - IEWTPT Transform technology into opportunity as a Technical Support Team Member - IEWTPT with GDIT. A career in enterprise IT means connecting and enhancing the systems that matter most. At GDIT you’ll be at the forefront of innovation and play a meaningful part in improving how agencies operate at the Joint Multinational Simulation Center - Indo Pacific. At GDIT, people are our differentiator. As a Technical Support Team Member - IEWTPT you will help ensure today is safe and tomorrow is smarter. Our work depends on a Technical Support Team Member - IEWTPT joining our team to help build and enable the readiness of our Nation's Army in the Pacific. HOW A Technical Sup",0,0,claude-draft,military intel/EW tech support; specialized intel
3886459420,patent_ip,2024,"Patent Prosecution Patent Agent, Tech Spec or Associate – Biology",0.22,0.013,"Burns & Levinson LLP is seeking a Registered U.S. Patent Agent, Technical Specialist, or a Patent-Barred Associate to join our Intellectual Property Group in the Firm’s Boston Office. We Want To Hear From You If You Have 2-5 years of experience in a law firm setting, with regular transactional experience in preparing patentability reports, and preparing prosecuting patent applications and some exposure to due diligence, including freedom-to-operate studies, preferably in connection with small molecule therapeutics and immunotherapies (vaccines, therapeutic nucleic acid and delivery mechanisms), and molecular diagnostics; An advanced degree in a biological science, with a Ph.D. strongly preferred, and excellent academic credentials and communication skills; Registration with the U.S. Patent Office, Associate candidates shall have MA bar membership. Burns & Levinson supports its attorneys, patent agents, and technical specialists in developing their legal careers and emphasizes a culture of professional development, growth, and collaboration. We offer a unique experience for associates, patent agents, and technical specialists, providing an accelerated learning process that results i",0,0,claude-draft,patent agent biology; legal/technical judgment
3884921825,patent_ip,2024,"Partner (& Groups w/ Portable Business for Top BIGLAW Firm - Corporate, Litigation, Intellectual Property , Real Estate, Labor & Employment, Government Contracts, Healthcare, Trusts and Estates / Tax)",0.024,0.003,"We're recruiting for a Top Law Firm seeking Partners and groups with a portable book of business in a number of markets, to grow practice groups in Corporate, Litigation, Intellectual Property, Real Estate, Labor & Employment, Government Contracts, Healthcare law, Trusts & Estates & Tax. This is an exceptional opportunity to leverage your expertise, grow your practice, and contribute to the continued success and growth of this firm. Cultivate and maintain strong client relationships, providing strategic counsel and delivering exceptional legal services. Drive business development initiatives to expand the firm's client base and market presence. Collaborate with other Partners and practice groups to cross-sell services and maximize client opportunities.",0,0,claude-draft,law-firm partner; senior legal/business
3895484767,patent_ip,2024,Intellectual Property Litigation (Patent) Associate,0.172,0.122,"O’Melveny’s Intellectual Property & Technology practice group is looking for an Intellectual Property Litigation attorney with experience in patent litigation. Preferred background will include an undergraduate degree in electrical engineering, computer science, computer engineering, materials science, physics, or an equivalent degree, and an advanced degree or industry experience is a plus. Membership in the Patent Bar is preferred but not required. The salary range in New York for this role is $225,000 - $365,000 and represents the firm’s good faith minimum and maximum range for this role at the time of posting. The actual compensation offered to a candidate will be dependent on a variety of factors including, but not limited to, the candidate’s experience, qualifications, and location. Note to Search Firms: O’Melveny & Myers LLP does not accept unsolicited resumes from search firms unless the agency and O’Melveny have previously entered into a written search firm agreement that is in effect at the time of the submission. Resumes are only accepted through the search firm portal. If you have a current agreement in place with O’Melveny and you need assistance accessing the portal, ",0,0,claude-draft,patent-litigation associate; legal judgment
1b441c5a8082,patent_ip,2026,Outpatient Mental Health Therapist,0.165,0.038,"TEAMCare is seeking a PA licensed or licensed eligible Outpatient Mental Health Therapist to join our team of caring and collaborative staff. Your role will be to walk alongside clients with compassion and respect, helping them heal through a partnership. Who We Are: At TEAMCare, we believe everyone deserves a safe and caring place to be heard, supported, and understood. Our approach is strength-based, which means we focus on the resilience and abilities our clients already have while navigating life's challenges. We honor the richness of cultural diversity in our community and are committed to creating a welcoming environment where all individuals and families can grow stronger, heal, and thrive. … more Set alert for Mental Health Therapist, Lancaster, Pennsylvania, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company TeamCare Behavioral Health 275 followers Follow Individual and Family Services • 51-200 employees • 71 on LinkedIn TEAMCare provides comprehensive ou",0,0,claude-draft,mental-health therapist; clinical
65142982cc75,patent_ip,2026,OpenAI Alliance Driver - Manager,0.155,0.006,"Specialty/Competency: IFS - Internal Firm Services - Other Industry/Sector: Not Applicable Time Type: Up to 40% At PwC, our people in brand management, marketing and sales focus on collaboration to develop and execute strategic sales and marketing initiatives. These individuals focus on driving revenue growth, promoting the Firm's services, enhancing brand visibility, and capturing new business opportunities. They utilise market research, digital marketing, creative campaigns, and effective sales strategies to engage clients, enhance the firm's brand and market presence, and achieve organisational targets. Those in Alliance at PwC will be responsible for establishing partnerships with companies to better serve our client’s needs. You will build relationships to complement PwC’s strategy through execution capabilities that allow PwC to deliver multi competency programmes and solve client’s most critical business issues. Working in this area, you will develop and execute the strategy and business plan, focus on market penetration and revenue growth, and identify opportunities for solution development and industry alignment. You will also build relationships with key Alliance executiv",1,0,claude-draft,PwC OpenAI-Alliance role; AI alliance is the job's reason; marketing judgment
21f9ede35e3f,patent_ip,2026,"Retail Sales Associate (Garden City, KS)",0.064,0.092,"Sales Associates provide exceptional customer service with our customers’ needs in mind. You’ll help customers find products, provide solutions, and handle returns or online pickups. You’ll also be collaborative and inclusive in helping our customers while being part of a fun, team-oriented retail culture. Hiring immediately and training provided. After applying, you may have the opportunity to schedule an in-person interview within minutes. Staples does not sponsor applicants for work visas for this position. … more Set alert for Retail Salesperson, Garden City, Kansas, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company Staples 263,014 followers Follow Retail Office Equipment • 10001+ employees • 31,890 on LinkedIn For nearly 40 years, Staples has been a trusted leader in delivering end-to-end workplace solutions for consumers and businesses of all sizes across a broad range of industries. The company provides a comprehensive portfolio of products, strategic solu",0,0,claude-draft,retail sales associate; in-person retail
7e14d75dc4d6,patent_ip,2026,Optometric Assistant,0.043,0.016,"About Us Want to bring the “care” back to the vision care industry? We're looking for charismatic types who are ready to be the heart of our brand. Whether it's a friendly voice over the phone, or a welcoming smile when a patient walks into your store, we need individuals who are passionate about helping customers look great and see great. $12.82 - $17.29 per hour. A Visionworksis the very face of our Exam Practice and is dedicated to ensuring the best possible journey for every patient. This person is trained and knowledgeable about eye health and preliminary testing, optics, our products/services and managed vision care. The CS personally takes the patient through the first steps of the Visionworks experience ensuring their eye exam needs are met in a simple, human and bold way. At Visionworks, we offer a generous, competitive benefits package (for our part timers, too!) and exclusive employee discounts —including but not limited to Everyone has a story that makes them who they are. At Visionworks, we’re looking for charismatic people who can lead authentically and with their own unique voice. We are actively committed to fostering an environment where all are seen and heard equa",0,0,claude-draft,optometric assistant; clinical/physical
c9b651b87570,patent_ip,2026,Admin/Operations Support,0.093,0.049,"Our Company OnePoint Patient Care Overview The PBM Operations Support role performs a variety of tasks in support of the Pharmacy Benefit Management (PBM) department. This will include both daily tasks and strategic projects. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed above are representative of the knowledge, skill, and/or ability required. Each essential function is required, although reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. OnePoint Patient Care, an affiliate of PharMerica, is the nation’s leading independent provider of community-based hospice pharmacy and pharmacy benefits management (PBM) services – offering hospices nationwide flexible and adaptable solutions for their hospice pharmacy needs. OnePoint fills prescriptions, creates custom compounds and formularies, provides home deliveries, and manages pharmacy benefits for thousands of patients per day. Through its Concierge PBM, Next Day Valet mail order, and Direct Express local services, OnePoint serves hundreds of hospice programs and is available in 50 states. F",0,1,claude-draft,PBM operations support; routine admin tasks
0cd5fff671a0,patent_ip,2026,Regional Credit Analyst II,0.152,0.002,"Are you a seasoned credit professional who thrives on complexity, builds relationships effortlessly, and knows how to balance risk with revenue? This one was built for you. A Berkshire Hathaway subsidiary with over 50 years of proven staying power and a global footprint spanning 100+ locations across North America, Europe, and Asia. This is an organization with the financial strength and operational scale to offer true career stability — and a credit team sophisticated enough to challenge you. Fort Worth, TX is home base. … more Featured benefits Medical insurance, Vision insurance, Dental insurance, 401(k), Tuition assistance, Paid maternity leave, Paid paternity leave Requirements added by the job poster • Accept a background check • Authorized to work in the United States • No need for visa sponsorship Set alert for Credit Analyst, Fort Worth, Texas, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company Spot On Talent 41,245 followers Follow Staffing and Recruitin",0,0,claude-draft,credit analyst; credit judgment/relationships
6ab5e150663b,patent_ip,2026,Experienced Attorney - ERISA/Employee Benefits,0.105,0.001,"Location: Open to all Harris Beach Murtha offices (Albany, Buffalo, Ithaca, Long Island (Uniondale), NYC, Rochester, Syracuse and White Plains, NY; Boston, MA; Bantam, Hartford, New Haven and Stamford, CT) for a hybrid opportunity. About the Role: Harris Beach Murtha seeks an experienced ERISA/Employee Benefits Attorney to join our Corporate Practice Group. The ideal candidate will bring 7–10+ years of experience in handling matters for plan sponsors, plan administrators, and/or plan fiduciaries relating to qualified retirement plans, health and welfare plans, and other employee benefit plans and arrangements. This role offers the opportunity for direct client engagement, collaboration with multidisciplinary teams, and representation before federal agencies such as the Department of Labor (DOL), Internal Revenue Service (IRS), and the Pension Benefit Guaranty Corporation (PBGC). $155,000 - $200,000 $165,000 - $200,000 $170,000 - $200,000 Harris Beach Murtha formed in 2025 via the combination of Harris Beach PLLC and Murtha Cullina LLP. A forward-thinking and innovative partnership with the benefit of more than 250 years of combined history, Harris Beach Murtha’s New York roots reac",0,0,claude-draft,ERISA attorney; legal judgment
0f114d3c4c99,patent_ip,2026,Applications Analyst III/Senior level - Remote,0.337,0.064,"The Applications Analyst III is a senior business specialist and technology generalist responsible for aligning technology solutions with business strategies. The Applications Analyst III is responsible for proactively identifying opportunities to apply technologies to business processes by informing and advising customers on information system technologies' functionality, costs, benefits, and implementation requirements. The Applications Analyst III functions as technical liaison and broker of services with various vendors.. The Applications Analyst III acts as internal consultant, providing technical guidance or business process expertise on the most complex projects or researching strategic planning matters from a technical or business standpoint. Must be competent to perform and integrate work at a high level within this job family and work at an in-depth level within the technical and clinical areas. Boston Medical Center (BMC) is more than a hospital. It´s a network of support and care that touches the lives of hundreds of thousands of people in need each year. It is the largest and busiest provider of trauma and emergency services in New England. Emphasizing community-based ",0,0,claude-draft,applications analyst; general IT advisory not AI
d5d318a4e232,patent_ip,2026,Data Annotator | Japanese Language,0.963,0.213,"Japanese Query Vetting Specialist Email your resume - nancy.singh@truelancer.com We’re looking for a detail-oriented professional to support us on an Japanese Query Vetting assignment. … more Set alert for Data Annotator, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company MyRemoteTeam Inc 233,580 followers Follow Outsourcing/Offshoring • 11-50 employees • 27 on LinkedIn MyRemoteTeam.com is a quick & easy way for Businesses to Pay Remote Teams, Employees, Consultants & Freelancers. Interested in working with us in the future? Privately share your profile with our recruiters – you’ll be noted as expressing interest for up to a year and be notified about jobs and updates. Learn more I’m interested More jobs AI Tutor - Turkish xAI United States · Data Annotator (Portuguese) | $15/hr Remote Crossing Hurdles United States $11/hr - $15/hr · Data Annotation Specialist - AI Lab Mercor United States $50/hr - $50/hr Data Annotation Innodata Inc. South Dakota, United States D",1,1,claude-draft,"data annotator/query vetting; AI training-data work, task itself routine"
b7536269704c,patent_ip,2026,"Mid-Senior Life Sciences / Biotech Patent Agent (Seattle, WA / Other)",0.229,0.026,"Kilpatrick’s Chemistry & Life Sciences is seeking a mid to senior level, USPTO registered, Patent Agent in the Life Sciences. Applicant should have strong writing skills and 4 + years of relevant patent prosecution experience related to Biology, Biotechnology, and Life Sciences. An advanced degree, preferably a PhD, is desirable, but not required. Expertise in molecular biology is an asset. KTS office locations for this role include: Atlanta, Denver, Menlo Park, Raleigh, San Francisco, Seattle, Washington DC, or Winston-Salem. (Expected Salary Range: $160,000 – $270,000) March 24, 2026 US-WA-Seattle Chemistry & Life Sciences An advanced degree, preferably a PhD, is desirable, but not required. Expertise in molecular biology is an asset. KTS office locations for this role include: Atlanta, Denver, Menlo Park, Raleigh, San Francisco, Seattle, Washington DC, or Winston-Salem. (Expected Salary Range: $160,000 – $270,000) … more Set alert for Patent Agent, Seattle, Washington, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll ",0,0,claude-draft,biotech patent agent; legal/technical judgment
3889717206,pharma_chem,2024,Continuous Improvement Engineer II,0.101,0.041,"Life changing therapies. Global impact. Bridge to thousands of biopharma companies and their patients. We are PCI. Our investment is in People who make an impact, drive progress and create a better tomorrow. Our strategy includes building teams across our global network to pioneer and shape the future of PCI. Job Summary We are looking for a dedicated Continuous Improvement Engineer to lead continuous improvement activities for the site. The Continuous Improvement Engineer will identify and track opportunities, recommend and implement strong technical solutions and robust processes, and evaluate the organizational impact of in-process and completed projects. All activities are focused on deploying the continuous improvement strategy for the site, which includes but is not limited to process improvements, process optimization, standardization, and implementation of best practices in all areas of the business. The ideal candidate will have a strong understanding of the principles of continuous improvement, lean six sigma techniques, manufacturing processes, and data analysis. The Continuous Improvement Engineer will also provide excellent organizational, communication and leadership ",0,0,claude-draft,continuous-improvement engineer; engineering judgment
3904709960,pharma_chem,2024,"Senior Scientist Bioinformatics, Biologics Engineering, Oncology R&D",0.943,0.001,"In this role you form part of a Bioinformatics team working at the cutting edge of research and development in antibody engineering to build and maintain novel bioinformatics pipelines, customising NGS workflows, integrating ML approaches to better inform lab experiments. You will also work closely with data management, software engineering, computational modelling, and machine learning team members with access to industry-leading biologics R&D data across AstraZeneca. ASTRAZENECA With one of the broadest and deepest Oncology pipelines in the industry, there are many opportunities to work with novel drugs and help discover what's next. We foster a mindset of courage, where everyone is empowered to step up, innovate and work at pace. We lead through true collaboration, building collective wisdom by giving everyone a chance to input. It's science with an impact-making a difference for patients and people around the world. Site Description The Gaithersburg site (https://www.youtube.com/watch?v=GOvxXGjBd1w) employs more than 3,500 experts in our field and is only a short drive from Washington, DC. Here, we play host to some of the most cutting-edge technology and lab spaces, all crafte",1,0,claude-draft,AstraZeneca bioinformatics; explicitly integrates ML; research judgment
3898177352,pharma_chem,2024,Data Scientist / Statistician Intern Summer 2024 (MS/PhD),0.696,0.406,"The Lubrizol Corporation, a Berkshire Hathaway company, is a market-driven global company serving customers in more than 100 countries. We own and operate manufacturing facilities in 17 countries, as well as sales and technical offices around the world. Through our global sales and manufacturing networks, we are able to deliver the products and services our customers need, where and when they need them. At Lubrizol, our mission is straightforward: We improve lives as an essential partner in our customers’ success, delivering efficiency, reliability or wellness to their end users. Read the cover story in Smart Business Magazine to learn how Lubrizol plans to advance its growth. Data Scientist / Statistician Intern (MS/PhD Students) Who are we? Lubrizol is an innovative specialty chemical company, owned by Berkshire Hathaway, with technologies that improve the performance of our customers’ products in the global transportation, industrial and consumer markets. At Lubrizol, our mission is straightforward: We improve lives as an essential partner in our customers’ success, delivering efficiency, reliability or wellness to their end users. What does that mean in the real world? Fewer em",1,0,claude-draft,data scientist/statistician intern; DS role implies ML; analytical
3884435831,pharma_chem,2024,Manager Clinical Trial Supply,0.464,0.353,"About Avadel Pharmaceuticals plcWho We Are: Avadel Pharmaceuticals plc (Nasdaq: AVDL) is a biopharmaceutical company focused on transforming medicines to transform lives. Our approach includes applying innovative solutions to the development of medications that address the challenges patients face with current treatment options. Oxybate therapy is currently the standard of care for the treatment of excessive daytime sleepiness (EDS) and cataplexy in patients living with narcolepsy. However, other approved oxybate products are immediate release formulations requiring two nightly doses - one dose at bedtime and the second dose 2.5-4 hours later, in the middle of the night. LUMRYZ TM (sodium oxybate) extended release for oral suspension, applies our proprietary drug delivery technology to allow for a single bedtime dose, eliminating the need to have a forced awakening during the middle of the night and giving patients the chance for an uninterrupted night’s sleep. An extended-release medication sounds like a simple innovation, but it is what has been lacking for 20 years, and we believe this can be transformative for people with narcolepsy. For more information, please visit www.avade",0,0,claude-draft,clinical-trial-supply manager; coordination/management
3906235373,pharma_chem,2024,"Scientist, Discovery Chemistry",0.044,0.001,"Job Description Our Company is currently seeking passionate synthetic organic or medicinal chemists to join our Company's South San Francisco’s highly collaborative Discovery Chemistry Department. The successful candidates will contribute to multidisciplinary discovery teams by applying innovative synthetic chemistry, analytical techniques, and data analysis to the design and synthesis of drug candidates and intermediates. Successful candidates must have excellent interpersonal, collaboration, and communication skills in a team environment and a proven record of solving complex problems. It is expected that the successful candidates will learn quickly through on-the-job training to become increasingly skilled and self-starter in reaction setup, route design and optimization, and data driven drug design. In addition, there is an opportunity to expand your knowledge and skills through collaborations with talented and dedicated colleagues while advancing your career. Job Responsibilities Include Collaborative and independent design, execution, and optimization of synthetic routes to assigned target molecules using modern synthetic chemistry techniques.Selection and application of appr",0,0,claude-draft,discovery chemist; scientific/hands-on
3901392428,pharma_chem,2024,Sr. Procurement Manager,0.036,0.037,"A nation Leading Biopharmaceutical organizations is currently seeking a Senior Procurement Manager to aid in the success of their growing team. This individual will have a focus on managing the procurement of soft goods, disposables and non-production related services, goods and materials. This role is on-site in the greater Boca Raton, FL area and relocation will be provided if needed. Key Responsibilities: Interface with Planning, Quality Control, Accounts Payable and Warehousing on a regular basis to ensure that the purchasing function is consistently meeting the needs of the business. Research and negotiate vendor agreements and contractsEstablish and manage key supplier relations and supplier negotiationsEffectively lead and manage a teamReview suppliers and KPI developmentMaintain Purchasing Policies, all internal SOPs, and assist in maintaining capital expenditures and other accounting procedures related to Purchasing as necessary. Work cross-functionally with other departments and executives within the company to execute short and long-term objectivesOversee the operations and daily activities of the purchasing department Key Qualifications: Bachelor's Degree in business, f",0,0,claude-draft,procurement manager; negotiation/judgment
3901348665,pharma_chem,2024,Medical Monitor,0.039,0.064,"Our client, an established pharmaceutical company is in search of a Medical Monitor to join their team in Lawrenceville, NJ on a W2 contract. Position Summary: • The Established Brands medical scientist-contractor is responsible for the medical oversight of activities for brands in late stages of life cycle and those which have undergone Loss-of-Exclusivity Key Responsibilities: • Lead medical input for brand cross-functional teams for assigned products. • Provide medical input to patient safety monitoring of the brand and available literature findings, propose labeling recommendations based on signal detection activities and pharmacovigilance findings. • Provide Medical Assessments of Risk/Benefit of assigned products regarding new indications, safety or stability issues, medical necessity/sensitivity assessments or other actions that require reappraisal of the product Risk/Benefit. • Provide medical input for regulatory requirements, including Response to Health Authorities queries and support for registration renewals and label periodic reviews. • Provide medical support to the Company Core Data Sheet content review and development. • Provide medical evaluation and appropriate c",0,0,claude-draft,medical monitor; clinical judgment
3885842845,pharma_chem,2024,Material Handler I (Contract/Onsite),0.077,0.325,"Description MATERIAL HANDLER I (CONTRACT/ONSITE) Partner Therapeutics is a commercial biopharmaceutical company committed to improving the lives of patients with cancer and other serious diseases. Our dedicated team brings a rigorous approach to science, establishes deep partnerships with medical and scientific communities, and works tirelessly to expand potential treatment options and address unmet medical needs. Position Summary The Materials Management Department is responsible for commercial drug manufacturing raw material warehousing services as well as general site warehousing services. These responsibilities cover GMP inventory management and control, general warehouse storage, dock receipts from external suppliers, receipt and material inspections, entry of purchase order receipts into the inventory control system and customer service to support commercial production material needs and general site warehousing support. Materials Management also supports Health, Environment and Safety by collecting and processing site hazardous waste streams for site removal. Primary Responsibilities Segregates, inspects, and documents GMP raw materials receipts per department standard opera",0,0,claude-draft,"material handler; physical warehouse, not computer-automatable"
3884441210,pharma_chem,2024,D365 Functional Lead - F&O,0.075,0.062,"About Xenon ArcAt Xenon arc, we are constantly seeking to leverage our passion for technology and execution by helping our clients achieve a more streamlined business model. Our clients range from billion-dollar companies specializing in industrial solvents and chemical products to major international food ingredient providers. Our clients look to leverage our unique business model, technology, and talented team to help them achieve a stronger and more profitable business. We are dedicated to creating a personal growth environment where team members are provided opportunities to advance their professional development and are encouraged to explore their passions. We invest in our culture to create a supportive environment that fosters team collaboration and creative problem-solving. We are transforming the way materials producers go to market and our team of disruptors is at the core of our success. FLSA Classification Exempt Reports toDirector of Business Applications SummaryTo accomplish our goals and serve our internal stakeholders better, we are looking for D365 F&O Functional Lead who is eager to implement productivity improvements and drive efficiencies, by supporting the deve",0,0,claude-draft,D365 functional lead; ERP not AI; technical
3905325938,pharma_chem,2024,Cashier,0.069,0.003,"Who We Are AMAZING INDIVIDUALS WORKING FOR POSITIVE PEOPLE at Out of the Closet Retail! Does the idea of doing something that really makes a difference in people’s lives while being well-compensated intrigue you? Are you looking to work for an organization that encourages growth and success from each and every one of its employees? If so, Out of the Closet is the place for you! We're so much more than a thrift store. Out of the Closet Thrift Store (OTC) was founded in 1990 to help raise funds and awareness for AIDS Healthcare Foundation. To this day, when you shop or donate at Out of the Closet, 96 cents of every dollar made goes to AIDS Healthcare Foundation’s HIV prevention and treatment services. That’s why OTC is able to offer high-quality HIV testing services at all of our locations. When you choose OTC, you’re giving back to your community and making a real difference in the fight against HIV and AIDS Healthcare Foundation. To this day, when you shop or donate at Out of the Closet, 96 cents of every dollar made goes to AIDS Healthcare Foundation’s HIV prevention and treatment services. That’s why OTC is able to offer high-quality HIV testing services at all of our locations. ",0,1,claude-draft,"cashier; transactional, self-checkout-automatable"
9e0f13a82579,pharma_chem,2026,"Account Manager, Northeast - Multiomics",0.154,0.021,"Azenta Inc. At Azenta, new ideas, new technologies and new ways of thinking are driving our future. Our customer focused culture encourages employees to embrace innovation and challenge the status quo with novel thinking and collaborative work relationships. All we accomplish is grounded in our core values of Customer Focus, Achievement, Accountability, Teamwork, Employee Value and Integrity Job Title Account Manager, Northeast - Multiomics At GENEWIZ by Azenta, new ideas, new technologies and new ways of thinking are driving our future. Our customer-focused culture encourages employees to embrace innovation and challenge the status quo with novel thinking and collaborative work relationships. As a global leader in R&D genomics services, GENEWIZ, leads the way in providing superior data quality with unparalleled technical support to enable researchers around the world to advance their scientific discoveries faster than ever before. Our customers at top-tier pharmaceutical, biotechnology, and academic institutions, as well as cutting-edge start-ups, rely on our proprietary technologies for consistent, reliable, high-quality data, even on the most difficult projects. A full-service p",0,0,claude-draft,"account manager multiomics; sales, 'multiomics' is product domain"
5c52727a5ef4,pharma_chem,2026,Forensic DNA Scientist 1 - Evidence Coordinator,0.331,0.005,"Description SNA International seeks a bright, collaborative Forensic DNA Scientist with a strong work ethic to join our team. SNA International’s team works together in pursuit of the same cause: build a safe and just world by empowering organizations in the use of forensics, biometrics and identity intelligence. The successful candidate will perform entry level evidence maintenance on a wide range of complex samples in support of the Armed Forces DNA Identification Laboratory (AFDIL) in Dover, DE. The Forensic DNA Scientist 1 (FS1) will be responsible for maintaining forensic evidence in accordance with laboratory accreditation and standard operating procedures. The FS1 is critical to successful laboratory operations and will be required to work collaboratively and productively with laboratory staff and management. The ability to prioritize job responsibilities in a fast-paced environment while maintaining a focus on excellent customer service is a must. … more Set alert for Forensic Scientist, Dover, Delaware, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free ",0,0,claude-draft,forensic DNA scientist; lab/chain-of-custody
