p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.08,0.34,"Systems integration and technical troubleshooting; no explicit AI/ML work, but some routine configuration tasks are automatable.",1,1531e70a6b51,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; duties are routine food-service cleaning, organization, and distribution tasks.",1,d3378081b6f5,gpt-5.4-mini,openai,automatability
0.01,0.88,"No AI/ML work mentioned; tray-line, cleaning, and routine food-service tasks are highly repetitive and procedural.",1,5c45db9dc9cb,gpt-5.4-mini,openai,automatability
0.18,0.72,"Sales role uses AI tools culturally, but core work is prospecting, relationship-building, and signing accounts.",1,7589dcf3df4e,gpt-5.4-mini,openai,automatability
0.01,0.72,Pure face-to-face sales role; no AI/ML work mentioned. Core outreach and scripted persuasion are highly automatable.,1,98e73be84635,gpt-5.4-mini,openai,automatability
0.03,0.18,"Posting describes civil/water engineering role; no AI/ML work mentioned, but some engineering tasks may be partially software-assisted.",1,75bc80184a21,gpt-5.4-mini,openai,automatability
0.01,0.18,No AI/ML work mentioned; project management and estimating have some routine components but require human judgment.,1,5f7c3c177a99,gpt-5.4-mini,openai,automatability
0.01,0.08,"Veterinary externship; no AI/ML work mentioned. Tasks appear hands-on clinical, not highly routine or easily automated.",1,34b0343f1486,gpt-5.4-mini,openai,automatability
0.01,0.92,"Cashier-style checkout work; no AI/ML mentioned, and tasks are highly routine, repetitive, and rule-based.",1,da76ff67e2df,gpt-5.4-mini,openai,automatability
0.03,0.18,"Environmental consulting role; mentions data analysis, but no AI/ML work. Field investigation and remediation are partly routine, partly judgment-based.",1,460145b4106c,gpt-5.4-mini,openai,automatability
0.01,0.72,"Retail associate role; no AI/ML work mentioned. Duties are customer service, merchandising, and register assistance, which are fairly routine.",1,a5fc7f783fdb,gpt-5.4-mini,openai,automatability
0.03,0.12,"Environmental investigation/remediation work; posting mentions technical reports and proposals, but no AI/ML or highly routine machine-executable tasks.",1,337e6b4f181d,gpt-5.4-mini,openai,automatability
0.08,0.22,"Posting is mostly CRM operations; AI appears only in company blurb, and tasks seem moderately routine but not fully automatable.",1,d03e2b263a95,gpt-5.4-mini,openai,automatability
0.08,0.18,"Fire/life safety coordination and EIT work are engineering support tasks; posting mentions AI only as a project context, not job content.",1,5fe11b0883cc,gpt-5.4-mini,openai,automatability
0.01,0.18,"Landscaping work is manual outdoor maintenance; posting mentions no AI, data, or machine-learning tasks.",1,ea0025f65f51,gpt-5.4-mini,openai,automatability
0.02,0.18,"Sales/account management role with customer relationships and prospecting; no AI/ML work, but some routine lead-finding is partially automatable.",1,f1a93971ac82,gpt-5.4-mini,openai,automatability
0.02,0.35,"Pure sales role with quotas and field customer interaction; no AI/ML work mentioned, but some routine sales tasks are partially automatable.",1,0f2602510d61,gpt-5.4-mini,openai,automatability
0.02,0.78,Truck driving role; no AI/ML work mentioned. Core driving and transport tasks are largely routine and repetitive.,1,3fbfa60d63d5,gpt-5.4-mini,openai,automatability
0.03,0.34,Safety training and compliance role; no AI/ML work mentioned. Some routine coordination and documentation could be partially automated.,1,975edacdcdd2,gpt-5.4-mini,openai,automatability
0.01,0.18,No AI/ML duties mentioned; hands-on pipe installation is physical but partly routine and standardized.,1,5e9b745cd241,gpt-5.4-mini,openai,automatability
0.01,0.92,"Field landscaping work; no AI/ML mentioned. Core tasks appear routine, repetitive, and machine-friendly.",1,d4f7bbd690b7,gpt-5.4-mini,openai,automatability
0.08,0.22,"Sales and account management in industrial automation; no explicit AI/ML work, but some routine sales tasks may be partially automatable.",1,b3b92d1f13ec,gpt-5.4-mini,openai,automatability
0.02,0.18,"No AI/ML or data-science work mentioned; mostly field and desktop support tasks, partly routine but still hands-on.",1,1ae20c85f456,gpt-5.4-mini,openai,automatability
0.03,0.18,Sales territory role; no AI/ML work mentioned. Relationship-building and field sales are partly routine but not highly automatable.,1,63034d930fcc,gpt-5.4-mini,openai,automatability
0.01,0.42,"No AI/ML work mentioned; applicator and operations tasks are partly routine but involve physical, seasonal field work.",1,234c929797d3,gpt-5.4-mini,openai,automatability
0.01,0.78,"Retail dairy lead role; no AI/ML work mentioned. Core duties appear routine, repetitive store operations and customer service.",1,b48001165f12,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML duties mentioned; mostly administrative coordination and volunteer support, which is largely routine and repetitive.",1,94979dcacf31,gpt-5.4-mini,openai,automatability
0.03,0.18,"Sales leadership role; no AI/ML work described. Some pipeline and coaching tasks are structured, but core selling and strategy remain human-driven.",1,1494f7ce2bd7,gpt-5.4-mini,openai,automatability
0.03,0.18,"Manufacturing supervision is operational and people-focused; no AI/ML work mentioned, though some routine coordination could be automated.",1,697fd89ff1dd,gpt-5.4-mini,openai,automatability
0.03,0.18,"Field ecology and permitting work; no AI/ML mentioned. Some desktop review tasks are partially automatable, but core field assessments are not.",1,b76a241f79fe,gpt-5.4-mini,openai,automatability
0.97,0.08,"Posting is explicitly about AI-powered recruitment software; role appears to build/use AI, but not a routine automatable job.",1,27a683c5a34f,gpt-5.4-mini,openai,automatability
0.02,0.58,"No AI/ML mentioned; underwriting coordination and relationship work are partly routine, document-driven, and process-based.",1,6a3f8ad2b610,gpt-5.4-mini,openai,automatability
0.03,0.42,"Administrative sales support with analytics and process coordination; no explicit AI/ML work, but many routine coordination tasks are partially automatable.",1,487e32d1679a,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; tasks are physical, repetitive equipment handling, inspection, and schedule maintenance.",1,39713a7b7ca4,gpt-5.4-mini,openai,automatability
0.01,0.12,"No AI/ML duties mentioned; mostly kitchen operations, supervision, and coordination, with some routine tasks potentially automatable.",1,aa999a0be787,gpt-5.4-mini,openai,automatability
0.01,0.18,"Field surveying, design, inspection, and technical assistance; no mention of AI, ML, or data-science work.",1,dfba979f1359,gpt-5.4-mini,openai,automatability
0.08,0.34,"FinOps focuses on cloud cost management and analytics, not AI/ML; tasks are partly structured but still require coordination and judgment.",1,ebc93119d739,gpt-5.4-mini,openai,automatability
0.97,0.18,"Role directly supports AI training via human conversation; tasks are interactive and judgment-based, not routine data processing.",1,83206009197c,gpt-5.4-mini,openai,automatability
0.02,0.18,"Policy analysis role; no AI/ML or data-science duties mentioned. Some drafting and assessment tasks are partly routine, but still judgment-heavy.",1,f94838e4b5b1,gpt-5.4-mini,openai,automatability
0.03,0.18,"Underwriting and client negotiation are central; no AI/ML work mentioned, and judgment-heavy decisions limit full automation.",1,7d869e305f66,gpt-5.4-mini,openai,automatability
0.02,0.15,"Sales role with product/application expertise; no AI/ML or data-science work mentioned, and core tasks are partly relationship-driven.",1,7e953af3f3b6,gpt-5.4-mini,openai,automatability
0.01,0.95,"Cleaning-focused custodial work shows no AI/ML content and consists mainly of routine, repetitive tasks.",1,089100db3975,gpt-5.4-mini,openai,automatability
0.08,0.22,"Compliance role, not AI-focused; some AI-adjacent company context, but core work is governance, risk, audits, and vendor compliance.",1,ebad20eb6e69,gpt-5.4-mini,openai,automatability
0.03,0.22,"Quality engineering and process validation, not AI/ML work; some routine testing and documentation could be partially automated.",1,d54fd4f740cb,gpt-5.4-mini,openai,automatability
0.02,0.35,"Sales/business development in insurance; no AI or data-science work mentioned, but some routine outreach and systems-based tasks may be automatable.",1,237834494ad4,gpt-5.4-mini,openai,automatability
0.02,0.72,"Customer service and paperwork role; no AI/ML work mentioned, but tasks appear routine and process-driven.",1,03138b9fae8c,gpt-5.4-mini,openai,automatability
0.08,0.18,"Energy asset management and mentoring; mentions emerging technologies but no explicit AI, ML, or data-science work.",1,21ee23384eac,gpt-5.4-mini,openai,automatability
0.02,0.18,"No AI/ML work mentioned; mostly human judgment, audits, compliance, and vendor oversight with some routine process elements.",1,f1e2c634e535,gpt-5.4-mini,openai,automatability
0.03,0.18,"Real estate analyst role emphasizes financial modeling and presentations, with no explicit AI/ML work; some routine analysis is partially automatable.",1,e64fa984d9e1,gpt-5.4-mini,openai,automatability
0.02,0.18,Finance business partner role; no AI/ML methods mentioned. Analysis-heavy but likely includes some routine reporting and forecasting.,1,1644a2770f45,gpt-5.4-mini,openai,automatability
0.03,0.22,Sales and customer-service focused; no AI/ML work mentioned. Some routine lead handling and policy matching could be partially automated.,1,77f7abbfb7d9,gpt-5.4-mini,openai,automatability
0.96,0.12,"Explicit GenAI/AI product management role; strategic, cross-functional work is not mostly routine or easily automated.",1,10f47c5edd61,gpt-5.4-mini,openai,automatability
0.02,0.35,"No AI/ML work mentioned; some credit analysis is structured, but relationship management and judgment remain central.",1,0da76255c624,gpt-5.4-mini,openai,automatability
0.08,0.34,Policy analyst role; no AI/ML duties mentioned. Some routine casework and policy documentation may be partially automatable.,1,3883eea3b2ef,gpt-5.4-mini,openai,automatability
0.03,0.18,"Insurance underwriting role; no AI/ML duties mentioned. Some judgment-based analysis, but parts of portfolio review are routine.",1,e629254cc4ab,gpt-5.4-mini,openai,automatability
0.02,0.18,"Credit underwriting, legal review, and negotiations are non-AI-specific; some analysis is structured but not highly routine.",1,9df5cccd3762,gpt-5.4-mini,openai,automatability
0.18,0.08,"Mentions data-driven innovation, but role is strategic underwriting leadership, not AI/ML work; core tasks are judgment-heavy and relationship-based.",1,989f28775547,gpt-5.4-mini,openai,automatability
0.01,0.02,"Sports coaching role; no AI, ML, or data-science work described, and core tasks are human instruction rather than routine machine-executable work.",1,0fd1bee9289f,gpt-5.4-mini,openai,automatability
0.03,0.12,"Community wildfire risk planning and policy work; no indication of AI/ML use, and tasks appear judgment-heavy rather than routine.",1,02db4703f333,gpt-5.4-mini,openai,automatability
0.03,0.18,Hands-on composite fabrication; no AI/ML work described. Some repetitive trimming/drilling could be partially automated.,1,278b16baabcb,gpt-5.4-mini,openai,automatability
0.02,0.78,"Payroll processing is compliance-heavy clerical work; no AI/ML duties mentioned, and most tasks are structured and repetitive.",1,6aebc9e57d61,gpt-5.4-mini,openai,automatability
0.08,0.62,Forecasting/analysis role; no explicit AI/ML work. Core tasks sound analytical and potentially automatable.,1,eceaa2cedb15,gpt-5.4-mini,openai,automatability
0.01,0.02,"Clinical pediatric locum role; no AI/ML work mentioned, and patient care tasks are not routine enough for full automation.",1,56f2768a796a,gpt-5.4-mini,openai,automatability
0.01,0.05,"Elementary teaching role; no AI/ML work mentioned, and core tasks are interactive, judgment-based, and hard to automate.",1,aa5463a7ee7e,gpt-5.4-mini,openai,automatability
0.02,0.78,"Pure insurance sales posting; no AI/ML work mentioned. Sales tasks are largely scripted, repetitive, and increasingly automatable.",1,01eabdf0175b,gpt-5.4-mini,openai,automatability
0.03,0.34,"No AI/ML work described; tasks involve analysis, negotiation, and judgment, but some routine portfolio review could be automated.",1,ba305d9bfd76,gpt-5.4-mini,openai,automatability
0.02,0.18,"Traditional compensation-and-benefits legal work; no AI/ML methods mentioned, but some drafting and review tasks are partially automatable.",1,5905faa978fb,gpt-5.4-mini,openai,automatability
0.03,0.42,"Policy support and technical assistance are described; no AI/ML work mentioned. Tasks sound partly routine, but likely involve judgment and stakeholder coordination.",1,69e01d406105,gpt-5.4-mini,openai,automatability
0.08,0.18,"Security engineering role; posting mentions biometrics and intelligence, but no explicit AI/ML work and tasks seem specialized, not routine.",1,ac20b89b8f8d,gpt-5.4-mini,openai,automatability
0.02,0.78,"Customer service and patient support role; no AI/ML work mentioned, and tasks appear routine, standardized, and information-handling.",1,ab66cd3067a1,gpt-5.4-mini,openai,automatability
0.08,0.22,"Client-facing financial advisor role; mentions digital technology, but no AI/ML work. Advice and relationship tasks are partly automatable, not mostly routine.",1,15dfab2ae352,gpt-5.4-mini,openai,automatability
0.03,0.72,"Operations role with reconciliation and settlements; no AI/ML mention, tasks appear highly routine and rule-based.",1,54c0dc325c90,gpt-5.4-mini,openai,automatability
0.02,0.42,"No AI/ML work mentioned; underwriting involves analysis and quotations, but many tasks are structured and document-based.",1,c1f5d0ddfa0d,gpt-5.4-mini,openai,automatability
0.02,0.18,"Finance manager role in auto dealerships; posting shows finance work, not AI/ML, and tasks likely include some judgment and customer interaction.",1,cbedc3ee5434,gpt-5.4-mini,openai,automatability
0.02,0.18,"Clinical documentation supervision; no AI/ML work mentioned, and duties are managerial rather than highly routine.",1,4316f1040ea7,gpt-5.4-mini,openai,automatability
0.08,0.42,"Equity research role; no AI/ML mentioned. Some analysis is judgment-based, but coverage and reporting include repetitive research tasks.",1,f8531b08236f,gpt-5.4-mini,openai,automatability
0.03,0.42,"Traditional banking analyst work; financial modeling and research, but no AI/ML duties and many tasks are partially automatable.",1,3719e7f73b9a,gpt-5.4-mini,openai,automatability
0.12,0.46,"Uses SQL/Power BI and large-data analysis, but no AI/ML building; forecasting and reporting are partly routine and software-assisted.",1,56f41004fe73,gpt-5.4-mini,openai,automatability
0.03,0.12,"Underwriting strategy role; mentions tools and frameworks, but no AI/ML or data-science work. Core tasks appear judgment-based, not highly routine.",1,6f1659bc9bd7,gpt-5.4-mini,openai,automatability
0.03,0.22,"Requirements-focused insurance business analyst; no AI/ML work mentioned, but some documentation and workflow tasks are partially automatable.",1,3f938fff1991,gpt-5.4-mini,openai,automatability
0.03,0.18,"Budget analysis role; no AI/ML mention. Some reporting is routine, but decision support and planning require human judgment.",1,10c410460b2c,gpt-5.4-mini,openai,automatability
0.02,0.35,"Credit underwriting and team management; no AI/ML work mentioned, but some routine financial analysis is partially automatable.",1,a06c7a17b05a,gpt-5.4-mini,openai,automatability
0.01,0.12,"Safety director in construction; no AI/ML mention. Work appears managerial and compliance-focused, only partly routine.",1,9fb16d343d10,gpt-5.4-mini,openai,automatability
0.03,0.42,Policy analysis and reimbursement work; no AI/ML mention. Some repetitive information gathering and policy review could be partially automated.,1,50f3a26fc46f,gpt-5.4-mini,openai,automatability
0.03,0.42,"Insurance underwriting uses analysis, but posting shows no AI/ML work; core evaluation tasks are partly rule-based and repetitive.",1,b03e9322edf2,gpt-5.4-mini,openai,automatability
0.08,0.42,"Financial analyst role with supplier risk management; no explicit AI/ML work, but some routine analytical tasks may be automatable.",1,f6b49a77bd9d,gpt-5.4-mini,openai,automatability
0.02,0.62,Generic financial analyst posting; no AI/ML work mentioned. Core finance analysis tasks appear partly routine and software-assisted.,1,a3497b5957f9,gpt-5.4-mini,openai,automatability
0.02,0.55,"Underwriting rules-based decision work, with no mention of AI/ML; some routine guideline application suggests moderate automation potential.",1,8adcf62ccfef,gpt-5.4-mini,openai,automatability
0.03,0.35,"Sales/account management role; no AI or data-science work mentioned, but relationship-building and persuasion are only partly automatable.",1,a12a00a555bf,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; high-volume, repetitive case review and queue management suggest substantial automation potential.",1,d675754c44d6,gpt-5.4-mini,openai,automatability
0.78,0.22,"AI-native startup; content creator role likely uses AI tools, but creative UGC work is not mostly routine or machine-doable.",1,98d2fd7face0,gpt-5.4-mini,openai,automatability
0.08,0.34,Traditional underwriting role; no AI/ML mentioned. Some repetitive risk assessment and document review could be partially automated.,1,de28f0b8dcc4,gpt-5.4-mini,openai,automatability
0.01,0.18,"No AI/ML work mentioned; mostly resident coordination, compliance, scheduling, and routine property operations.",1,83f596c2f627,gpt-5.4-mini,openai,automatability
0.01,0.72,"Landscape maintenance role; no AI/ML mentioned. Core tasks are physical, repetitive outdoor labor, though not fully machine-run.",1,852abbfa4c4e,gpt-5.4-mini,openai,automatability
0.08,0.34,"Credit risk analysis uses data, but posting emphasizes judgment and loan evaluation, not AI/ML work; some routine analysis is automatable.",1,2401db1698da,gpt-5.4-mini,openai,automatability
0.12,0.28,"Systems analysis and reporting, with some technology implementation; little explicit AI/ML work and moderate routine data-processing potential.",1,4c5539abeb72,gpt-5.4-mini,openai,automatability
0.05,0.62,"No AI/ML duties mentioned; work centers on repetitive inquiry resolution, reconciliation, and process checks.",1,2604025f0a65,gpt-5.4-mini,openai,automatability
0.02,0.62,"Benefits administration is not AI-focused; tasks appear procedural, policy-driven, and partly routine, though human judgment remains important.",1,c4fc1d2564ca,gpt-5.4-mini,openai,automatability
0.03,0.72,Insurance underwriting work is described; no AI/ML duties. Core evaluation and decision tasks appear largely rule-based and repetitive.,1,aea76f7bcfa6,gpt-5.4-mini,openai,automatability
0.03,0.18,"Traditional life underwriting role; posting emphasizes individual underwriting experience, not AI or data-science work.",1,98d49003d664,gpt-5.4-mini,openai,automatability
0.08,0.34,"Compensation analysis uses data, but no AI/ML work; tasks are partly structured yet include judgment and consulting.",1,fb764e77abe1,gpt-5.4-mini,openai,automatability
0.03,0.42,"Insurance underwriting with marketing, analysis, and broker meetings; no AI/ML work mentioned, but some routine evaluation is partially automatable.",1,74067665f0a7,gpt-5.4-mini,openai,automatability
0.92,0.18,"Explicit AI policy/LLM understanding required; work emphasizes research, coordination, and stakeholder collaboration, not routine machine-like tasks.",1,3794821633b6,gpt-5.4-mini,openai,automatability
0.02,0.18,"Leadership training in multifamily operations; no AI, ML, or data-science work mentioned. Some routine property operations may be partially automatable.",1,aa3d2d99cb51,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; coordination, notifications, and inventory-issue handling are routine and process-driven.",1,8301d48b99f2,gpt-5.4-mini,openai,automatability
0.02,0.18,"Sales/marketing field role with product promotion and retail support; no AI, data science, or highly routine machine-executable tasks described.",1,cd8d3443205b,gpt-5.4-mini,openai,automatability
0.03,0.18,"Claims management in cyber liability may touch tech issues, but posting emphasizes insurance claims work, not AI or data science.",1,dd9780bc526e,gpt-5.4-mini,openai,automatability
0.03,0.18,"Delivery management role; no AI/ML/data-science duties mentioned. Some coordination work is routine, but not fully automatable.",1,d3c2269a0c11,gpt-5.4-mini,openai,automatability
0.08,0.22,"Sales/outreach role with phone calls and client coordination; no explicit AI/ML work, but some routine communication tasks.",1,2de5c7ff618e,gpt-5.4-mini,openai,automatability
0.03,0.42,"Uses financial software and data research, but no AI/ML work; analysis is partly structured yet still judgment-heavy.",1,ad8c3f82b4f5,gpt-5.4-mini,openai,automatability
0.08,0.42,"Pricing analyst role; no AI/ML duties mentioned. Likely spreadsheet, reporting, and repetitive pricing analysis tasks.",1,19d1849c1989,gpt-5.4-mini,openai,automatability
0.03,0.12,"Compliance and privacy oversight; no AI/ML work mentioned. Tasks are judgment-heavy, though some monitoring may be automated.",1,bb3d69eb8069,gpt-5.4-mini,openai,automatability
0.08,0.22,"Workday HCM configuration/support role; no AI/ML mentioned, but some repetitive system administration tasks may be automatable.",1,8bd90feaefe3,gpt-5.4-mini,openai,automatability
0.02,0.82,"No AI/ML work described; role is repetitive outbound calling, follow-up, enrollment, and documentation.",1,270344fee3e5,gpt-5.4-mini,openai,automatability
0.02,0.35,"No AI/ML work described; mostly document review and underwriting judgment, with some routine information processing.",1,1419d49d3fc3,gpt-5.4-mini,openai,automatability
0.02,0.35,"Commercial underwriting is finance/risk analysis, not AI work; some repetitive document review and rule-based assessment could be automated.",1,5554176f1f27,gpt-5.4-mini,openai,automatability
0.01,0.18,"Physical security role; no AI/ML work mentioned. Some routine monitoring, but situational judgment and response limit automation.",1,f67ac45838ed,gpt-5.4-mini,openai,automatability
0.08,0.22,"Policy analysis and document management; no AI/ML work mentioned, but some research tasks are partially automatable.",1,9ea9c6792b83,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work described; cleaning tasks are highly routine and repetitive, though physical presence limits full automation.",1,6b6793f20f29,gpt-5.4-mini,openai,automatability
0.08,0.34,"Policy, research, compliance, and coordination role; no explicit AI/ML work, but some drafting and assessment tasks are partially automatable.",1,ca2a10ad447b,gpt-5.4-mini,openai,automatability
0.02,0.45,"Posting describes traditional underwriting and relationship management, with no AI/ML work mentioned; some decision tasks may be partially automatable.",1,49d9d3d1e12d,gpt-5.4-mini,openai,automatability
0.01,0.72,Administrative patient-navigation role; no AI/ML mention. Core coordination and paperwork appear routine and highly automatable.,1,f0949e04e0bf,gpt-5.4-mini,openai,automatability
0.02,0.72,"Posting describes escrow support and transaction processing, with no AI/ML work; tasks appear largely procedural and document-driven.",1,155e0b863b6c,gpt-5.4-mini,openai,automatability
0.02,0.18,"Traditional life underwriting; no AI/ML work mentioned. Some decision rules are routine, but complex case judgment limits automation.",1,2a184235a06d,gpt-5.4-mini,openai,automatability
0.03,0.42,"Pricing/bid analysis is finance/operations work; no AI, ML, or data-science duties are mentioned, and tasks may be partly rule-based.",1,f34175ec17fe,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work mentioned; mostly repetitive HR benefits processing, reporting, and system reconciliation.",1,bff42fb75eb9,gpt-5.4-mini,openai,automatability
0.08,0.34,"Salesforce business analysis and requirements translation; no AI/ML work mentioned, but some routine analysis could be automated.",1,378e5cb4f8b5,gpt-5.4-mini,openai,automatability
0.08,0.22,"FP&A analyst role; mentions company AI, but duties are financial planning, forecasting, reporting, and decision support.",1,6dd6c0a1727e,gpt-5.4-mini,openai,automatability
0.96,0.18,"Explicit prompt engineering, data analytics, LLMs, and AI-enabled tools; work is analytical and judgment-heavy, not mostly routine.",1,6089a4c6b8a2,gpt-5.4-mini,openai,automatability
0.08,0.18,"Underwriting and actuarial analysis are central; no explicit AI/ML work, and judgment-heavy negotiation limits automation.",1,41b7c630308f,gpt-5.4-mini,openai,automatability
0.01,0.08,"Standard bedside nursing role; no AI/ML duties mentioned, and core care tasks are only partly routine.",1,7d4e17dd6c4a,gpt-5.4-mini,openai,automatability
0.02,0.35,"Posting describes a standard financial analyst role; no AI/ML work mentioned, and many tasks may be spreadsheet-based and partially routine.",1,6bb7bb0b6df7,gpt-5.4-mini,openai,automatability
0.01,0.35,No AI/ML work mentioned; shift oversight is partly routine but requires human leadership and judgment.,1,5673a969d1ef,gpt-5.4-mini,openai,automatability
0.01,0.72,"Customer-service leasing work; no AI/ML mention. Core tasks appear routine, repetitive, and process-driven.",1,bb16bb855334,gpt-5.4-mini,openai,automatability
0.01,0.12,"Pure civil defense attorney role; no AI/ML work mentioned, and core legal judgment is only partly automatable.",1,d7f77515cdb1,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; tasks are mostly rule-based account review, calculations, processing, and notifications.",1,192eb5bcb63b,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML duties mentioned; mostly routine reception, routing, document handling, and standardized information tasks.",1,12075aab44c6,gpt-5.4-mini,openai,automatability
0.03,0.42,Policy and legislative support role; no AI/ML work mentioned. Some research and reporting tasks may be partially routine.,1,7ce207516b2b,gpt-5.4-mini,openai,automatability
0.02,0.35,"Financial analysis internship; no AI/ML mentioned. Some proposal and analysis work is partly routine, but not fully automatable.",1,b1240f07bc77,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; stocking tasks appear routine, repetitive, and highly standardized.",1,be801776964b,gpt-5.4-mini,openai,automatability
0.02,0.18,No AI/ML duties mentioned; hands-on preventive maintenance and repairs are somewhat routine but still physical and situational.,1,eebb8f1cd9c5,gpt-5.4-mini,openai,automatability
0.01,0.18,"Clinical bedside support role; no AI/ML mention. Some routine supply and assistance tasks are partially automatable, but patient care limits full automation.",1,f1f134061591,gpt-5.4-mini,openai,automatability
0.02,0.18,"Quality engineering role; no AI/ML mention. Some routine quality tasks may be partially automatable, but medical-device oversight limits full automation.",1,7ff30b90a15e,gpt-5.4-mini,openai,automatability
0.02,0.18,"Insurance underwriting and policy interpretation dominate; no AI/ML work mentioned, and tasks are judgment-heavy rather than highly routine.",1,f9fb8eb42ec7,gpt-5.4-mini,openai,automatability
0.72,0.28,"Supports AI-powered care and translates technical issues, but core work is investigative operations and escalation handling.",1,7b44e2c171c8,gpt-5.4-mini,openai,automatability
0.03,0.18,"Policy, contracts, research, and coordination dominate; no explicit AI/ML work and tasks appear partly judgment-based.",1,ad899b732c8c,gpt-5.4-mini,openai,automatability
0.08,0.42,"No AI/ML work described; mostly managing analysts and reviewing fraud alerts, which is partly rule-based and repetitive.",1,9e2eb2f53f33,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; merchandising, stocking, and display tasks are routine and highly automatable.",1,2c7238b32dda,gpt-5.4-mini,openai,automatability
0.01,0.03,"Clinical bedside nursing in corrections; no AI/ML work mentioned, and tasks are hands-on, judgment-based, not routine enough for full automation.",1,35fb69e3e0e3,gpt-5.4-mini,openai,automatability
0.02,0.35,"Insurance underwriting role; no AI/ML work mentioned. Some pricing and qualification are rule-based, but judgment and account servicing remain.",1,df39164c7257,gpt-5.4-mini,openai,automatability
0.05,0.72,"No AI/ML work mentioned; sanctions due diligence reviews appear rule-based, document-heavy, and highly automatable.",1,c66e9df2afac,gpt-5.4-mini,openai,automatability
0.02,0.35,"Traditional loan underwriting and client diligence; no AI/ML work mentioned, but some repetitive risk-assessment tasks are automatable.",1,ba199d9a8051,gpt-5.4-mini,openai,automatability
0.02,0.18,"Policy, billing, and reimbursement analysis; no AI/ML work mentioned, though some routine information-gathering could be automated.",1,1970b05d9d04,gpt-5.4-mini,openai,automatability
0.08,0.18,"Advisory analyst role emphasizes client analysis and judgment; no explicit AI/ML work, and tasks are not highly routine.",1,b4fc44beb1f2,gpt-5.4-mini,openai,automatability
0.02,0.08,"Executive dental leadership role; posting shows no AI/ML work and tasks appear strategic, not routine.",1,479b4818e9c3,gpt-5.4-mini,openai,automatability
0.03,0.42,"Policy development and compliance work; no explicit AI/ML duties, but some routine review and coordination could be automated.",1,3a8dff736d20,gpt-5.4-mini,openai,automatability
0.01,0.18,"Sales, training, and relationship management; no AI/data-science work mentioned, though some routine coordination could be automated.",1,a8e1f4f8fdc9,gpt-5.4-mini,openai,automatability
0.03,0.42,"Uses estimating software and records, but no AI/ML work; some routine assessment and documentation could be partially automated.",1,e2f67a180a6a,gpt-5.4-mini,openai,automatability
0.01,0.02,"Clinical gastroenterology role; posting mentions no AI/ML work and core duties are specialized, non-routine patient care.",1,7501cff24a0f,gpt-5.4-mini,openai,automatability
0.01,0.72,"Claims processing role; no AI/ML work mentioned, and tasks sound detail-oriented, repetitive, and rule-based.",1,93da31693e4e,gpt-5.4-mini,openai,automatability
0.03,0.42,"Standard insurance sales/agency management; no AI or data-science work mentioned, but some routine customer and policy tasks may be automatable.",1,436d44f7a99c,gpt-5.4-mini,openai,automatability
0.05,0.35,"Strategic sourcing and supplier management show little AI work; some RFQ, negotiation, and performance tracking are partially automatable.",1,926e6975e933,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML duties mentioned; administrative underwriting support, data checking, and workflow coordination are highly routine.",1,0486143f74ec,gpt-5.4-mini,openai,automatability
0.02,0.08,"Senior JV management, regulatory, financial, and governance work; no AI/ML or data-science duties described.",1,386d9d87dc1e,gpt-5.4-mini,openai,automatability
0.01,0.42,"No AI/ML mentioned; work is routine inspection, testing, service, and preventative maintenance, partly automatable.",1,53beaa24361c,gpt-5.4-mini,openai,automatability
0.08,0.42,"Analytics and underwriting role uses research and databases, but no AI/ML methods are mentioned; many tasks are structured and document-based.",1,5a6741d54fdd,gpt-5.4-mini,openai,automatability
0.02,0.35,Pure insurance sales role; no AI/ML work mentioned. Some routine quoting and paperwork could be partially automated.,1,1c9b3cb9a1b3,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML work mentioned; mostly data gathering, reporting, and standardized investor-relations communications.",1,ed47d4f1ba4f,gpt-5.4-mini,openai,automatability
0.01,0.12,"Truck driving posting; no AI/ML work mentioned. Some driving tasks are automatable, but local dedicated CDL work remains human-dependent.",1,b7734d5433f0,gpt-5.4-mini,openai,automatability
0.02,0.18,"Benefits administration role; no AI/ML work mentioned, and tasks are partly routine but include compliance and employee-facing judgment.",1,1756a4a85767,gpt-5.4-mini,openai,automatability
0.02,0.62,No AI/ML duties mentioned; underwriting assistant work appears largely routine renewal and account handling.,1,6b5423551d28,gpt-5.4-mini,openai,automatability
