p_exposure,p_automatable,rationale,raw_ok,job_id,model
0.02,0.27,"Family-law paralegal work; no AI/ML mention. Some routine legal support tasks are automatable, but strategic case management lowers vulnerability.",1,43f25b95104a,gpt-5.4-mini
0.02,0.18,"Litigation paralegal work appears legal-support focused, not AI/ML-related; some document-heavy tasks may be partially automatable.",1,007bebcde29d,gpt-5.4-mini
0.01,0.22,General litigation attorney; no AI/ML tasks mentioned. Some document-heavy legal work is partially automatable.,1,c87061f9d24d,gpt-5.4-mini
0.02,0.18,"Trial attorney work is legal advocacy, not AI/data-science; some routine legal tasks are partially automatable.",1,c9b5f0ceb020,gpt-5.4-mini
0.01,0.82,"No AI/ML work described; administrative, high-volume support with routine contract and scheduling tasks.",1,6199a08cb97f,gpt-5.4-mini
0.12,0.39,"Documentation-focused role in data/analytics team; little direct AI work, but writing tasks are partly routine and automatable.",1,1766f92bd283,gpt-5.4-mini
0.03,0.41,"Pure legal analysis role; no AI/ML work mentioned. Some tasks are document-heavy and routine, but judgment limits full automation.",1,0402880fafcc,gpt-5.4-mini
0.02,0.45,"Claims adjusting is service/investigation work, with no AI or data-science duties; some routine claims processing is automatable.",1,49222754e282,gpt-5.4-mini
0.02,0.83,"Pure clerical court support; no AI/ML work mentioned. Tasks are routine document processing and customer service, largely computerizable.",1,d5fdceae1151,gpt-5.4-mini
0.03,0.16,"Legal support role; no AI/ML work mentioned. Some repetitive legal tasks exist, but role emphasizes complex judgment and collaboration.",1,025670e83f70,gpt-5.4-mini
0.05,0.35,"Regulatory reporting and data-quality work; no clear AI/ML use, though parts are structured and repetitive.",1,79f6e6599374,gpt-5.4-mini
0.02,0.48,"Compliance/legal analyst work shown; no AI/ML or data science mentioned, but tasks appear somewhat routine and rules-based.",1,e4f4a13f4ae7,gpt-5.4-mini
0.01,0.82,Pure receptionist/legal assistant work; no AI/ML mention. Tasks appear largely routine administrative and document-handling.,1,3165de270e61,gpt-5.4-mini
0.02,0.72,"Claims adjuster role; no AI/ML duties mentioned. Many tasks appear routine, document-based, and potentially automatable.",1,ab311d4c2534,gpt-5.4-mini
0.02,0.45,"Claims analysis and settlement work, with no AI/ML or data-science duties described; some routine adjudication is potentially automatable.",1,a9816f4f8fd4,gpt-5.4-mini
0.12,0.78,"Legal attorney role; posting mentions legal services and tech, but no AI/ML work. Core legal tasks may be partly document-routine and automatable.",1,1975bcd859c6,gpt-5.4-mini
0.03,0.28,"Litigation support work; databases and discovery tools, but no AI/ML/data-science duties mentioned; substantial procedural tasks remain semi-routine.",1,4ce70b3a30a4,gpt-5.4-mini
0.02,0.32,"Litigation attorney role shows no AI/ML work; some document-heavy legal tasks are partially automatable, but core advocacy remains human.",1,81df2f2cde2f,gpt-5.4-mini
0.03,0.74,"Claims investigation and coverage decisions are not AI-focused; much work appears standardized, document-heavy, and rules-based.",1,e63aad1a1df3,gpt-5.4-mini
0.02,0.55,"Corporate governance paralegal work is legal/administrative, with no AI or data-science duties mentioned; many tasks appear document- and process-heavy.",1,9bfa51385f11,gpt-5.4-mini
0.01,0.62,"Pure customer service and sales support; no AI/ML work. Mostly routine interpersonal and administrative tasks, partly automatable.",1,ff2c93b81624,gpt-5.4-mini
0.01,0.78,"Pure contract drafting/review role; no AI or data-science work described. Tasks are document-heavy, repetitive, and rule-based.",1,8de35b6e337d,gpt-5.4-mini
0.01,0.82,"Legal secretary work appears administrative, not AI/ML-focused; many core tasks are routine document and scheduling work.",1,53abae35674e,gpt-5.4-mini
0.02,0.27,Pure HR advisory/administrative work; no AI or data-science tasks mentioned. Some routine personnel processing could be automated.,1,13eed090b46a,gpt-5.4-mini
0.05,0.72,"Legal evaluator role; posting emphasizes frontier AI company context, but job tasks appear mainly routine legal review.",1,7b4b0c079ec6,gpt-5.4-mini
0.03,0.45,"Compliance analyst role; no AI/ML work mentioned. Tasks are partly routine screening, classification, audits, and metrics, but include judgment.",1,ac8ee88663fb,gpt-5.4-mini
0.02,0.18,"Standard insurance defense law role; no AI/data work mentioned. Legal drafting/review is partly automatable, but core advocacy is not.",1,42f5b13de03d,gpt-5.4-mini
0.01,0.05,"Legal counsel on insurance contracts and claims; no AI, ML, or data-science work described, and tasks are judgment-heavy.",1,758f338749c1,gpt-5.4-mini
0.02,0.68,"Pure legal foreclosure/title work; no AI/ML mentioned. Document-heavy, process-driven tasks look highly routine and automatable.",1,71eb3b63c1cb,gpt-5.4-mini
0.02,0.12,Traditional corporate associate role; no AI/ML work mentioned. Some document review and transactional tasks may be partially automatable.,1,93e728d6548a,gpt-5.4-mini
0.02,0.35,Claims role; no AI/ML duties mentioned. Some routine document review and processing could be partially automated.,1,d158b49e6e9c,gpt-5.4-mini
0.02,0.08,"Law teaching/research role; posting mentions legal analysis and teaching, with no AI/ML or routine machine-executable tasks.",1,65cc9c67b40b,gpt-5.4-mini
0.03,0.68,"Claims adjuster work is insurance investigation and coverage determination, with no AI/ML mentioned; tasks appear fairly routine and document-based.",1,6b48376fc483,gpt-5.4-mini
0.12,0.18,"Commercial contracts attorney role; legal advisory work, not AI/ML-focused, and tasks are largely bespoke rather than routine.",1,7f13fb435784,gpt-5.4-mini
0.05,0.38,"Compliance work with regulations, reporting, and support tasks; little संकेत of AI/ML, moderate routine-document handling.",1,56122a0f5083,gpt-5.4-mini
0.22,0.46,"Data-driven analytics role, but no explicit AI/ML work; reporting and insights are somewhat routine yet still require judgment.",1,435d6918a93a,gpt-5.4-mini
0.03,0.52,"IP paralegal work is legal/admin, not AI-focused; searches, portfolio management, and routine correspondence are partly automatable.",1,3901941438,gpt-5.4-mini
0.02,0.78,"No AI/ML work listed; mostly repetitive docketing, correspondence, forms, invoicing, and document review tasks.",1,3894282890,gpt-5.4-mini
0.01,0.74,"No AI/ML work described; mostly clerical, scheduling, e-filing, and document processing tasks are highly routine.",1,3904083208,gpt-5.4-mini
0.03,0.16,"Litigation associate role; no AI/ML work mentioned. Some drafting and research are routine, but complex legal judgment limits automation.",1,3905340504,gpt-5.4-mini
0.01,0.18,"Regulatory filings and coordination work; no mention of AI/ML, and some tasks are document-driven and repetitive.",1,3884439240,gpt-5.4-mini
0.03,0.18,"Patent litigation attorney role; no AI/ML work mentioned, though some legal drafting and research may be partially automatable.",1,3895484767,gpt-5.4-mini
0.02,0.86,"Pure clerical IP support; no AI/ML work mentioned, mostly routine document handling and filing tasks.",1,3901697658,gpt-5.4-mini
0.02,0.78,"Pure docketing/data-entry work; no AI/ML mentioned. Tasks are routine correspondence review, database entry, and due-date reconciliation.",1,3905286579,gpt-5.4-mini
0.06,0.16,"Technical manufacturing/process role; mentions experimental design but no AI/ML. Core work is specialized, documentation-heavy, and only partly routine.",1,3886835801,gpt-5.4-mini
0.03,0.58,"Legal assistant work is administrative and patent-related, with research and data entry; no AI/ML work described.",1,3902355929,gpt-5.4-mini
0.01,0.72,"Pure patent filing/admin work; no AI/ML methods mentioned. Many routine document, tracking, and transmission tasks are highly automatable.",1,3905818355,gpt-5.4-mini
0.02,0.12,"Legal IP attorney role; no AI/ML work mentioned. Most tasks are specialized legal judgment and litigation, not routine enough for easy automation.",1,3901392759,gpt-5.4-mini
0.08,0.32,"Patent engineering/legal work; mentions no AI/ML duties. Some document-heavy tasks are automatable, but core role likely requires technical judgment.",1,3906248706,gpt-5.4-mini
0.02,0.08,"Patent prosecution attorney; no AI/ML work described, and legal judgment/business development are not routine computer tasks.",1,3904927018,gpt-5.4-mini
0.02,0.35,"Patent attorney work is legal and drafting-focused, with little evidence of AI/ML use; some docketing and routine prosecution tasks are automatable.",1,3887709530,gpt-5.4-mini
0.01,0.04,"Senior legal partner role; no AI/ML work described. Relationship-driven, strategic, and business-development tasks are largely nonroutine.",1,3884921825,gpt-5.4-mini
0.01,0.68,"Trademark paralegal work is legal filing, search, docketing, and reporting; little direct AI/ML use, substantial routine document processing.",1,3889715518,gpt-5.4-mini
0.03,0.08,"Patent prosecution role; no AI/ML duties mentioned. Work is specialized legal judgment, not routine enough for easy automation.",1,3899527043,gpt-5.4-mini
0.01,0.82,"Patent paralegal work is administrative and procedural, with no AI/ML duties; docketing, filings, and document handling are highly automatable.",1,3902952219,gpt-5.4-mini
0.03,0.22,"Senior legal/IP counsel role; mentions cybersecurity policy, but no AI/ML work. Core tasks are judgment-based, though some admin is routine.",1,3905253017,gpt-5.4-mini
0.04,0.58,"Systems administrator role with backups, network maintenance, and security tasks; no AI/ML work mentioned.",1,3887882942,gpt-5.4-mini
0.02,0.35,Patent prosecution role; no AI/ML or data-science duties mentioned. Some writing and routine legal analysis could be partially automated.,1,3905299244,gpt-5.4-mini
0.03,0.28,"Technical support and intelligence systems work, but no indication of AI/ML or data-science tasks.",1,3905664643,gpt-5.4-mini
0.03,0.18,"IP prosecution role; no AI or data science work. Some repetitive document analysis, but heavy judgment and client-facing legal work.",1,3899539127,gpt-5.4-mini
0.02,0.2,"Patent agent role; posting mentions biotech patents and USPTO registration, with no AI/ML/data-science work described.",1,3900083258,gpt-5.4-mini
0.01,0.72,"No AI/ML work mentioned; document review, correspondence, and typing are structured, routine clerical tasks.",1,3886889316,gpt-5.4-mini
0.02,0.08,"Patent prosecution in chemistry; no AI, ML, or data-science duties mentioned. Legal drafting is partly routine but still specialized.",1,3905255318,gpt-5.4-mini
0.02,0.56,"No AI/ML work described; mostly legal research, data entry, calendaring, file organization, and clerical tasks.",1,3905318127,gpt-5.4-mini
0.03,0.14,"Patent litigation role; no AI/ML work mentioned. Some legal tasks are standardized, but core advocacy and strategy resist automation.",1,3899540094,gpt-5.4-mini
0.02,0.68,"No AI/ML mentioned; tasks sound like document retrieval and article writing, largely routine and text-based.",1,3905654276,gpt-5.4-mini
0.08,0.22,"Standard IP law work; no AI/ML duties mentioned. Research and drafting are partly routine, but advocacy and counsel limit automation.",1,3886471794,gpt-5.4-mini
0.03,0.21,"Legal/project management role; posting mentions data management but no AI/ML work. Tasks are coordination-heavy, moderately automatable, not routine enough for full replacement.",1,3905331222,gpt-5.4-mini
0.08,0.12,Patent prosecution and strategy work; no clear AI/ML tasks. Some drafting/reporting is routine but client counseling reduces automation.,1,3885111423,gpt-5.4-mini
0.02,0.18,"Patent prosecution work is legal drafting, not AI/ML-focused; some repetitive document handling makes partial automation possible.",1,3901990352,gpt-5.4-mini
0.22,0.08,"Biopharma leadership/discovery role; posting mentions innovation broadly, but no direct AI/ML/data-science work or routine automatable tasks.",1,3902788330,gpt-5.4-mini
0.04,0.14,"Patent prosecution role; no mention of AI/ML work. Mostly specialized legal drafting, low routine automation risk.",1,3888956564,gpt-5.4-mini
0.02,0.18,"SAP CRM/IPM consulting; no AI or data science mentioned. Mostly specialized configuration and integration work, partly routine.",1,3902366890,gpt-5.4-mini
0.02,0.32,"Patent prosecution uses legal/technical drafting, not AI work; some routine filing and document preparation is partially automatable.",1,3900088095,gpt-5.4-mini
0.01,0.78,"No AI/ML work mentioned; duties are document preparation, deadline tracking, and routine legal filing tasks.",1,3886457801,gpt-5.4-mini
0.08,0.34,"IP systems/process support, data integrity, troubleshooting; no AI/ML or data-science work mentioned, but some workflow tasks are automatable.",1,3905694001,gpt-5.4-mini
0.08,0.34,"Patent law/IP work, not AI or data science; some document review is routine and partially automatable.",1,3895807207,gpt-5.4-mini
0.02,0.08,"Legal/IP work with no AI or data-science duties; main tasks are judgment-based, though some routine drafting/search work is partly automatable.",1,3889718673,gpt-5.4-mini
0.02,0.82,"No AI/ML work mentioned; mostly routine filing, docketing, file management, and administrative coordination.",1,3905397457,gpt-5.4-mini
0.01,0.72,Patent docketing/legal support role; no AI/ML work mentioned. Many document-review and filing tasks are software-driven and rule-based.,1,3894921920,gpt-5.4-mini
0.44,0.18,"AI/ML preferred background, but duties are patent prosecution, client interviews, drafting, and legal argumentation.",1,3903476700,gpt-5.4-mini
0.03,0.62,"Patent litigation work is legal analysis, not AI/ML; some routine document-heavy tasks may be automatable.",1,3887868736,gpt-5.4-mini
0.02,0.71,"No AI/ML work described; tasks are structured docketing, data entry, reconciliation, and routine administrative processing.",1,3894906623,gpt-5.4-mini
0.01,0.36,"No AI/ML work described; mostly document, case-management, and repeatable litigation support tasks.",1,3884808282,gpt-5.4-mini
0.03,0.82,"No AI/ML work described; routine docketing, record-keeping, and deadline tracking are highly automatable.",1,3888956633,gpt-5.4-mini
0.01,0.12,"Direct patient care CNA role; no AI/ML work. Some tasks are routine, but many require hands-on human care.",1,3901697648,gpt-5.4-mini
0.05,0.25,"Patent prosecution role with biology expertise; no AI/ML work mentioned, and core drafting/review tasks are partly routinizable.",1,3886459420,gpt-5.4-mini
0.03,0.18,"Pure sales/business development role; no AI/ML work mentioned. Some outreach is routine, but relationship-driven judgment limits automation.",1,3905363699,gpt-5.4-mini
0.05,0.4,"Patent attorney work; no AI/ML mentioned. Some repetitive claim-charting and content drafting, but substantial legal-technical judgment remains.",1,3885112302,gpt-5.4-mini
0.05,0.7,"Business development and marketing work; no AI/ML mention. Many tasks are document, campaign, and event coordination.",1,3906229818,gpt-5.4-mini
0.02,0.41,"No AI/ML duties listed; mainly legal research, document prep, and citation work with some repetitive tasks.",1,3901636016,gpt-5.4-mini
0.04,0.18,Patent law focus; little mention of AI/ML. Some routine drafting/prosecution work could be partially automated.,1,3905882812,gpt-5.4-mini
0.03,0.22,"Patent prosecution and scientific analysis, not AI/ML work; some drafting and docketing are routine but legal judgment limits automation.",1,3904362764,gpt-5.4-mini
0.05,0.08,"Patent counsel for diagnostics; manages IP and freedom-to-operate, not AI/ML work. Tasks are specialized, judgment-heavy, and not routine.",1,3906258372,gpt-5.4-mini
0.05,0.32,"No AI/ML or data-science duties mentioned; mostly network design, documentation, configuration, and coordination with some routine tooling.",1,3903477273,gpt-5.4-mini
0.05,0.78,"Patent paralegal work is administrative and document-heavy; no AI/ML duties, but many routine filing and docketing tasks.",1,3901993846,gpt-5.4-mini
0.02,0.31,"No AI/ML or data-science work mentioned; mostly implementation, training, testing, validations, and troubleshooting.",1,3903431490,gpt-5.4-mini
0.01,0.02,"Clinical psychiatry role with no AI/ML work described; tasks are judgment-heavy, interpersonal, and not routine.",1,3905376537,gpt-5.4-mini
0.03,0.12,"Psychiatrist role with clinical documentation and EMR use; no AI/ML work mentioned, but some routine documentation is partially automatable.",1,3902754765,gpt-5.4-mini
0.01,0.78,"Medical coding role; CAC/Epic tools suggest software use, not AI/ML. Work queues and audits appear rule-based and repetitive.",1,3905239437,gpt-5.4-mini
0.03,0.08,"Patent litigation role; legal research and advocacy, not AI/ML work. Tasks are specialized, judgment-heavy, and not routine.",1,3904704943,gpt-5.4-mini
0.01,0.27,No AI/ML work mentioned; hands-on patient care and documentation are partly routine but require human judgment.,1,3906255396,gpt-5.4-mini
0.03,0.78,"No AI/ML work described; mostly routine docketing, database searches, calendaring, and report generation.",1,3905818736,gpt-5.4-mini
0.02,0.35,"Sales role for IP products; no AI/ML work described. Some proposal and coordination tasks are structured, but customer-facing judgment limits automation.",1,3901942329,gpt-5.4-mini
0.08,0.34,"Patent prosecution and litigation support, with no mention of AI/ML work; some drafting and docketing are partially automatable.",1,3904365689,gpt-5.4-mini
0.01,0.18,"Pure legal/partner role; no AI, data, or ML duties mentioned. Some routine legal work exists, but partner work is largely advisory and relationship-based.",1,3902932319,gpt-5.4-mini
0.02,0.68,"No AI/ML work described; mostly routine document, filing, billing, scheduling, and records tasks.",1,3905813873,gpt-5.4-mini
0.02,0.14,"Customer onboarding and service coordination; mentions Salesforce, but no AI, modeling, or data-science work.",1,3904365545,gpt-5.4-mini
0.03,0.72,"No AI/ML work mentioned; tasks are document-heavy, deadline-driven, and largely routine administrative and legal support.",1,3899594219,gpt-5.4-mini
0.02,0.18,"Patent prosecution role; no AI/ML/data science duties. Work is specialized legal drafting and analysis, only partly automatable.",1,3906097395,gpt-5.4-mini
0.08,0.03,"Patent litigation role; technical/IP work, but no evidence of AI/ML methods or routine tasks amenable to automation.",1,3904512281,gpt-5.4-mini
0.05,0.37,"Patent prosecution and scientific analysis are legal-technical work, not AI/ML; some docketing and search tasks are partially automatable.",1,3904962199,gpt-5.4-mini
0.03,0.22,"Program management and legal-risk strategy; little evidence of AI/ML work, but some operational coordination is partially automatable.",1,3905681920,gpt-5.4-mini
0.02,0.18,Patent/IP attorney supporting R&D; no indication of AI/ML work. Some document-based legal tasks are partially automatable.,1,3901670559,gpt-5.4-mini
0.05,0.22,Patent prosecution and licensing law work; no AI/data-science duties mentioned. Some drafting/review tasks are routine but still specialized.,1,3899532836,gpt-5.4-mini
0.02,0.78,"No AI/ML work described; mostly repetitive calendaring, document handling, and database updates.",1,3884440113,gpt-5.4-mini
0.08,0.27,"Network engineering/activation role; little evidence of AI/ML work, but some routine testing, documentation, and troubleshooting could be automated.",1,3903476353,gpt-5.4-mini
0.02,0.08,"Intellectual property attorney role involves legal drafting and counseling, not AI/ML work; core tasks are nuanced and not routine.",1,3890892681,gpt-5.4-mini
0.03,0.08,"Litigation partner role; no AI/ML work described, and core duties are highly judgment-based rather than routine.",1,3884443144,gpt-5.4-mini
0.01,0.14,"Clinical social work, suicide risk assessment, and disposition decisions are human-centric; little indication of AI or routine automation.",1,3894289282,gpt-5.4-mini
0.03,0.08,"Patent associate role centers on legal work; no AI, ML, or data-science tasks are mentioned, and tasks seem nonroutine.",1,3905860874,gpt-5.4-mini
0.02,0.18,Trademark legal work; no AI/ML or data-science duties. Some routine prosecution and counseling may be partially automatable.,1,3905366551,gpt-5.4-mini
0.08,0.22,Pre-sales ASIC IP solutions and customer technical support; mentions AI industry but not building or using AI methods directly.,1,3905865142,gpt-5.4-mini
0.01,0.7,"Administrative patent-filing work; no AI/ML or data-science duties mentioned. Many routine document, tracking, and correspondence tasks are automation-prone.",1,3905815732,gpt-5.4-mini
0.02,0.12,"General litigation associate role; no AI/ML work described. Some drafting/review is routine, but client counseling and casework reduce automatable share.",1,3890887462,gpt-5.4-mini
0.01,0.12,"Senior legal partner role emphasizes client relationships, strategy, and business development; no AI or data work mentioned.",1,3904572369,gpt-5.4-mini
0.04,0.08,"Clinical therapy role; mentions advanced technology/robotics, but no AI/ML work and core patient care is not routine.",1,3905340015,gpt-5.4-mini
0.08,0.15,"Patent-law summer associate; no AI/ML work described, and core tasks appear mostly human legal analysis and communication.",1,3887882930,gpt-5.4-mini
0.05,0.28,"Traditional network engineering and documentation; little AI/ML content, moderate routinization from configuration and diagramming.",1,3903473827,gpt-5.4-mini
0.03,0.62,"Logistics analyst using supply systems; no AI/ML mentioned. Work appears mostly routine, system-based, and process-driven.",1,e8a5230ce27b,gpt-5.4-mini
0.08,0.22,"Laboratory research role; no AI/ML mention. Some experiments/protocols are procedural, but hands-on complexity limits automation.",1,9dd41fa71897,gpt-5.4-mini
0.01,0.08,"Traditional IP litigation work; no clear AI/ML or data-science duties, and core tasks are legal judgment, writing, advocacy, and case management.",1,517ca6876528,gpt-5.4-mini
0.05,0.72,"Business development in influencer management; no AI/ML duties mentioned, mostly outreach, audits, and growth tasks are fairly routine.",1,b40ab55bde35,gpt-5.4-mini
0.08,0.62,"Insurance account management is client-facing and routine; posting mentions AI only at the company level, not the role itself.",1,0fc8ea8a549a,gpt-5.4-mini
0.02,0.47,Credit analyst role; no AI/ML mention. Some routine credit assessment tasks may be partially automatable.,1,0cd5fff671a0,gpt-5.4-mini
0.02,0.78,"No AI/ML duties listed; tasks are document review, drafting, and negotiation, which are partly routine and automatable.",1,cc7e40a2b8a0,gpt-5.4-mini
0.01,0.18,"Pure real-estate legal counsel; no AI/ML work mentioned. Some document-heavy legal tasks are partially automatable, but judgment remains central.",1,7f91a136add6,gpt-5.4-mini
0.02,0.12,"Patent prosecution in life sciences; no AI/ML mention. Writing-heavy legal work is somewhat automatable, but specialized expertise reduces it.",1,b7536269704c,gpt-5.4-mini
0.99,0.08,"Explicitly owns internal AI initiatives; role is strategic, cross-functional, and process-change oriented, not routine.",1,c675dee0d17f,gpt-5.4-mini
0.1,0.05,Power infrastructure leadership for AI-driven demand; no evidence the role uses AI or consists of routine automatable tasks.,1,75a1fbb82f78,gpt-5.4-mini
0.02,0.08,"Traditional family law attorney role; no AI, ML, or data-science work mentioned, and core tasks are judgment-heavy rather than routine.",1,30fa73184447,gpt-5.4-mini
0.12,0.42,"Traditional FP&A work with financial modeling and analysis; little explicit AI/ML, but some routine reporting and forecasting is automatable.",1,9a77ac1e335d,gpt-5.4-mini
0.02,0.08,"General dentist role; no AI, ML, or data-science work mentioned. Core duties are hands-on clinical care, not highly automatable.",1,9dedc507b820,gpt-5.4-mini
0.01,0.03,"Standard pediatric dentist posting; no AI/ML work described, and clinical dental work is not largely routine automation.",1,e91978766cf4,gpt-5.4-mini
0.01,0.18,"No AI/ML work described; tasks are customer service and measurement, somewhat procedural but still human-interactive.",1,6aa518cecbb3,gpt-5.4-mini
0.02,0.55,"Loan origination and documentation work; no AI/ML duties mentioned, but many tasks appear standardized and process-driven.",1,d58a2ec5a838,gpt-5.4-mini
0.02,0.18,"Attorney/litigation role; no AI or data-science work mentioned. Core tasks likely judgment-heavy, though some routine legal drafting is automatable.",1,de4673a279d5,gpt-5.4-mini
0.07,0.25,"Quality assurance and validation work; no indication of AI/ML or data-science duties, but some documentation tasks are routine.",1,7552947bcb9b,gpt-5.4-mini
0.04,0.28,"Financial modeling and KPI reporting, not AI/ML work; some analysis is automatable, but cross-functional judgment limits full replacement.",1,cec7c37ef370,gpt-5.4-mini
0.18,0.42,"Revenue management uses data/tools, but posting emphasizes hospitality support, not AI/ML development; tasks seem partially routine and tool-driven.",1,4b4f5d8f13f2,gpt-5.4-mini
0.01,0.62,"Traditional paralegal work; no AI/ML duties mentioned. Document-heavy, repetitive legal support tasks suggest moderate automation risk.",1,b6a7c901255b,gpt-5.4-mini
0.48,0.12,"Sales/account management role with AI-adjacent company context, but posting shows no direct AI/ML work; core tasks seem relationship-driven.",1,055d4ec5d049,gpt-5.4-mini
0.01,0.42,"Legal fact-finding and order drafting, with no AI/ML work mentioned; some repetitive document-heavy analysis could be partially automated.",1,db0350cedd47,gpt-5.4-mini
0.01,0.27,"Pure administrative operations role; no AI/ML work mentioned, though some routine scheduling, purchasing, and reimbursements are partially automatable.",1,1d27eb337e3c,gpt-5.4-mini
0.05,0.12,"Product owner role focused on strategy, backlog, and cross-team delivery; no AI/ML work, limited routine automation.",1,5a7528b7c7eb,gpt-5.4-mini
0.08,0.02,"Hardware/power infrastructure role; mentions software-defined products but no direct AI, ML, or routine clerical tasks.",1,5404324f3368,gpt-5.4-mini
0.08,0.22,"Primarily renewals, licensing, and account growth; AI is mentioned only as company context, not core work.",1,d1a7ac156963,gpt-5.4-mini
0.01,0.12,"Custodial operations management; no AI, ML, or data-science duties. Mostly human supervision and training, with some routine scheduling.",1,93bebb3b1358,gpt-5.4-mini
0.06,0.71,Data/financial analysis role with no explicit AI/ML; many reporting and trend-analysis tasks are structured and repeatable.,1,abf5a66a3f87,gpt-5.4-mini
0.18,0.12,"Autonomous sensor systems suggest some AI-adjacent work, but posting emphasizes electrical hardware and circuit design.",1,44ebdd077d90,gpt-5.4-mini
0.68,0.29,"Mentions algorithms, data exploitation, and software processing; role seems analytical and mission-specific, not highly routine.",1,fffe00d3ce07,gpt-5.4-mini
0.08,0.34,"Uses data/measurement and journey mapping, but role is mainly strategic HR, advising, and cross-functional leadership.",1,7e041f3b92bc,gpt-5.4-mini
0.03,0.19,"Quality assurance and production support; mentions technology transfer, but no AI, ML, or data-science work.",1,9b370acd6cc4,gpt-5.4-mini
0.02,0.62,"Customer-facing optometric assistant role; no AI/ML work mentioned, and tasks appear fairly routine and standardized.",1,7e14d75dc4d6,gpt-5.4-mini
0.05,0.25,"Legal team role; mentions data-driven company but posting describes legal support, review, drafting, and compliance work.",1,efbd99222fb5,gpt-5.4-mini
0.02,0.08,"General in-house legal work; no AI/ML duties mentioned, and core tasks are judgment-heavy rather than routine.",1,d7825a74c54c,gpt-5.4-mini
0.18,0.42,"Mostly content strategy, distribution, experimentation, and reporting; some analytics, but little explicit AI/ML work.",1,691315761fa0,gpt-5.4-mini
0.18,0.72,"Legal ops/paralegal support with workflow automation; posting mentions AI company context, not AI work in the role itself.",1,165e7acc3321,gpt-5.4-mini
0.08,0.62,"Describes analytics, reporting, and visualizations; little direct AI/ML work, but many routine data tasks are automatable.",1,f21f11ebd2a0,gpt-5.4-mini
0.2,0.35,"Research assistant role; no explicit AI/ML mention, but research tasks may involve some data analysis and routine administrative work.",1,2f6cbde53084,gpt-5.4-mini
0.02,0.18,"Traditional litigation role; no AI/ML or data-science work mentioned. Some routine legal tasks exist, but core advocacy and judgment limit automation.",1,f68c43002adc,gpt-5.4-mini
0.06,0.34,FP&A forecasting and financial modeling suggest low AI work; some reporting/modeling tasks are partly automatable.,1,8dfd0fa2fe0d,gpt-5.4-mini
0.18,0.64,"Data/reporting role with BI and analytics, but no explicit AI/ML building; reporting and tracking tasks are fairly automatable.",1,efa7d71ced9a,gpt-5.4-mini
0.01,0.12,"Dental assisting role; no AI/data-science work mentioned. Some routine tasks, but patient-facing manual care limits automation.",1,fa4d21998632,gpt-5.4-mini
0.96,0.22,"Explicitly audits and improves AI-generated tasks; work is expert, judgment-based, and not routine.",1,fd5b50ea8c62,gpt-5.4-mini
0.08,0.22,"Security researcher/malware role suggests some data analysis, but no explicit AI/ML work; tasks likely partly rule-based but not mostly routine.",1,4016e2c2942d,gpt-5.4-mini
0.08,0.25,"Mass spectrometry chemistry role; no AI/ML mention. Some routine lab work, but likely requires human judgment and instrument handling.",1,7042b4da9a3e,gpt-5.4-mini
0.01,0.93,"Pure illustration work; no AI/ML mentioned. Repetitive, stylized children’s-book visuals are highly automatable by current AI.",1,7c91f82219fc,gpt-5.4-mini
0.02,0.18,"Program management and customer advocacy; little evidence of AI/ML work, though some coordination tasks are somewhat automatable.",1,f838ec4c45c1,gpt-5.4-mini
0.01,0.12,"Client-facing esthetics and retail work; no AI/ML mentioned, and tasks are hands-on, personalized, not highly routine.",1,660dea20bc47,gpt-5.4-mini
0.02,0.42,Program management and communication role; no AI/ML work mentioned. Some coordination and reporting tasks are moderately automatable.,1,67e325565bfa,gpt-5.4-mini
0.01,0.64,Press operation is manual machinery work; no AI/ML or data-science duties mentioned.,1,262e89a0eccc,gpt-5.4-mini
0.08,0.28,"Product management and compliance coordination dominate; no explicit AI/ML work, but some reporting and analysis are partly automatable.",1,7c2f9fbdee30,gpt-5.4-mini
0.62,0.18,"Mentions AI and automation platform, evidence-based decisions, but role appears product-focused and not routine enough to automate.",1,d08fdb29ca69,gpt-5.4-mini
0.02,0.45,"Real estate sales role with client interaction; no AI, ML, or data-science work described. Some routine scheduling and listing tasks may be automatable.",1,fa1643eaac29,gpt-5.4-mini
0.01,0.35,Tailoring and customer service; no AI or data work mentioned. Some repetitive garment alterations could be partly automated.,1,d05aa5c61f45,gpt-5.4-mini
0.02,0.18,"Marketing liaison role; no AI/ML or data science mentioned. Mostly relationship-building and strategy, with some routine coordination.",1,95db313e8501,gpt-5.4-mini
0.02,0.12,"Family-law attorney role with litigation, writing, and case management; no AI, data science, or repetitive clerical focus.",1,936c90380639,gpt-5.4-mini
0.99,0.22,"Posting explicitly centers AI/ML in analytics work; tasks seem analytical and strategic, not routine enough for full automation.",1,cc1e78f329f5,gpt-5.4-mini
0.02,0.65,"Administrative financial-clearance work; no AI/ML duties mentioned. Many routine patient, insurance, and service coordination tasks are software-automatable.",1,7cab6fd9ab2a,gpt-5.4-mini
0.98,0.18,"Explicitly AI/ML-focused role with prompt engineering and LLM optimization; tasks are specialized and collaborative, not routine.",1,1515e839f455,gpt-5.4-mini
0.03,0.22,"Strategic sourcing role; no AI/ML or data-science duties mentioned, and tasks are partly repetitive but still stakeholder-driven.",1,b904b6433714,gpt-5.4-mini
