p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.01,0.28,"Maintenance technician role in property management; no AI/data tasks mentioned, and physical troubleshooting limits automation.",1,0704e29a9a64,gpt-5.4,openai,exposure
0.03,0.28,"Sales, relationship-building, networking, and proposal work; little AI use mentioned, and core tasks require human judgment.",1,143f3cfe2731,gpt-5.4,openai,exposure
0.01,0.82,"Hospital cleaning role; no AI/data tasks mentioned. Core duties are repetitive physical cleaning, partly automatable but still require human presence.",1,30b19af87bd5,gpt-5.4,openai,exposure
0.01,0.72,Retail parts sales and store operations; no AI/data work mentioned. Many routine transactional tasks are automatable.,1,e0f606d1a2f9,gpt-5.4,openai,exposure
0.03,0.12,"Environmental geology role emphasizes fieldwork, collaboration, and technical judgment; no AI/data-science duties mentioned, low routine automatable content.",1,1a9e8194be05,gpt-5.4,openai,exposure
0.08,0.06,"Senior environmental consulting leadership role; focuses on client engagement, project management, and strategy, not AI or routine tasks.",1,fcc826cd4903,gpt-5.4,openai,exposure
0.01,0.28,"Manual brewing, material handling, and recipe-based production; no AI/data-science duties mentioned, but some process steps are standardized.",1,90cef94a1ca7,gpt-5.4,openai,exposure
0.03,0.42,Journalist role shows no AI duties; writing/reporting has some automatable components but core judgment and investigation remain human.,1,a010e50483b1,gpt-5.4,openai,exposure
0.01,0.28,"Line cook duties are manual food preparation in a fast-paced kitchen; no AI/data tasks mentioned, and physical dexterity limits automation.",1,17bfc1db9417,gpt-5.4,openai,exposure
0.01,0.72,Prepares specialty juices for purchase; no AI/data tasks mentioned. Core food-prep tasks are repetitive and partly automatable.,1,7adcbcad9474,gpt-5.4,openai,exposure
0.03,0.18,"Outdoor field surveys, monitoring, and pest-control support; data collection/research mentioned, but no AI use and tasks are physical.",1,04b7019738ed,gpt-5.4,openai,exposure
0.01,0.72,"Prep cook duties are manual kitchen prep, not AI-related; tasks are repetitive but require physical dexterity and on-site work.",1,314dbf5c23cb,gpt-5.4,openai,exposure
0.03,0.22,Federal compliance advisory requires expert judgment and document review; no AI/data-science duties mentioned.,1,c829513525ea,gpt-5.4,openai,exposure
0.01,0.12,"Student safety supervision during transport is human-centered; posting mentions no AI, ML, or data-science work.",1,ff5a2a83adcc,gpt-5.4,openai,exposure
0.08,0.34,Sales role selling restaurant POS SaaS; no AI duties mentioned. Relationship-building and closing are partly non-routine.,1,f4c1b4269bec,gpt-5.4,openai,exposure
0.02,0.28,"Clinical patient care and coordination dominate; only basic computer use mentioned, with limited routine administrative tasks.",1,2cd587b01b0a,gpt-5.4,openai,exposure
0.01,0.18,"Supervisory crew-planning role; no AI/data-science duties mentioned, and core tasks involve human oversight and training.",1,efcf204ad3c2,gpt-5.4,openai,exposure
0.02,0.08,"Leadership, client development, technical remediation judgment, and mentorship dominate; little AI/data-science content and low routine task share.",1,e74f89fd4494,gpt-5.4,openai,exposure
0.03,0.28,"Plant shift leadership in food manufacturing; no AI/data-science duties, and core work involves human supervision and coordination.",1,0760cce5739d,gpt-5.4,openai,exposure
0.04,0.18,"Mining engineering planning, budgeting, design, mentoring, and cross-site coordination; no explicit AI/data-science duties, largely non-routine.",1,56982ba30bfd,gpt-5.4,openai,exposure
0.01,0.18,"Field pest-control service role; no AI/data tasks mentioned. Physical, on-site work limits automation despite some routine elements.",1,5e669743ead9,gpt-5.4,openai,exposure
0.02,0.12,"Field environmental technical support role; no AI/data-science duties mentioned, and substantial on-site work limits automation.",1,aafa556d6d0b,gpt-5.4,openai,exposure
0.01,0.72,"Retail receiving/inventory role; no AI/data-science duties mentioned. Core tasks are structured, repetitive, and partly automatable.",1,d9099f71cf65,gpt-5.4,openai,exposure
0.03,0.18,"Government relations support centers on stakeholder coordination and execution; little explicit AI use, and core work is nonroutine.",1,09f2219010fc,gpt-5.4,openai,exposure
0.34,0.08,"Technical cofounder at data-driven platform may touch matching/data systems, but leadership and product-building are not routine.",1,0ac4c4a5a466,gpt-5.4,openai,exposure
0.01,0.18,"Restaurant kitchen leadership role; no AI/data duties mentioned, and core work is hands-on, supervisory, and variable.",1,52c1133f1273,gpt-5.4,openai,exposure
0.03,0.18,"Hands-on outdoor irrigation design, installation, maintenance, and repair; little AI/data-science content, limited routine full-task automation.",1,9e618c40e213,gpt-5.4,openai,exposure
0.06,0.18,"Food safety engineering, risk assessments, investigations, and cross-functional leadership use data tools but not AI; core work is nonroutine.",1,e145ccb67416,gpt-5.4,openai,exposure
0.03,0.12,"Engineering practice leadership and wastewater design are specialized, judgment-heavy, and non-routine; no AI or data-science duties mentioned.",1,b0aa93e5b241,gpt-5.4,openai,exposure
0.01,0.08,"Outdoor field patrol, vegetation assessment, public interaction, and hazardous terrain work; no AI/data-science duties mentioned.",1,0ea224006a18,gpt-5.4,openai,exposure
0.01,0.03,"Human swim instruction in clients’ pools; no AI/data tasks, and core teaching/safety work is hard to automate.",1,35f68c43ae7d,gpt-5.4,openai,exposure
0.03,0.18,"Hands-on veterinary clinical externship; mentions technology generally, not AI. Core tasks require physical care, judgment, and client interaction.",1,cb061cc0adbc,gpt-5.4,openai,exposure
0.02,0.12,"Field sales and relationship management; no AI/data-science duties mentioned, and core work is interpersonal, consultative, and mobile.",1,a718d370e2ae,gpt-5.4,openai,exposure
0.01,0.62,"Delivery and warehouse support mention no AI; physical driving, handling, and teamwork limit full automation despite routine tasks.",1,ce1ffe23ee48,gpt-5.4,openai,exposure
0.01,0.62,Hospital cleaning/sanitation role; no AI or data tasks mentioned. Duties are repetitive but require physical presence and manual work.,1,119eaa084550,gpt-5.4,openai,exposure
0.02,0.18,"Field inspections, contractor oversight, compliance, and aerial patrols dominate; no AI/data-science duties mentioned.",1,a3b06a395ae6,gpt-5.4,openai,exposure
0.08,0.12,"Geophysical field investigations support engineering projects; little explicit AI/data-science work, and core interpretive field tasks are not routine.",1,51601403ea6c,gpt-5.4,openai,exposure
0.18,0.34,"FMV exploitation/analysis uses surveillance data, but posting mentions no AI methods; analytical interpretation limits full automation.",1,c02404ba0450,gpt-5.4,openai,exposure
0.01,0.58,"Manual driving, delivery, maintenance, and compliance tasks; no AI/data-science content, but some routine duties are partly automatable.",1,6016e8b5910c,gpt-5.4,openai,exposure
0.03,0.08,"Veterinary public health residency and MPH training; no AI/data-science duties stated, and core work appears specialized, nonroutine.",1,ffd43e87b1f3,gpt-5.4,openai,exposure
0.03,0.18,"Strategic energy procurement and supplier management role; little AI/data-science content, substantial judgment and cross-functional leadership.",1,b7f7896bb2cd,gpt-5.4,openai,exposure
0.03,0.28,"Drilling engineering and operational troubleshooting dominate; little explicit AI/data-science use, and core work requires judgment and coordination.",1,6b299da26629,gpt-5.4,openai,exposure
0.02,0.28,Sales/account management role for telecom services; no AI duties mentioned. Relationship-driven selling limits full automation.,1,5cd3ab0c3a55,gpt-5.4,openai,exposure
0.01,0.18,"Manual outdoor vegetation management using equipment and judgment; no AI/data-science tasks mentioned, limited automatable physical field work.",1,f43b35fdbb7b,gpt-5.4,openai,exposure
0.01,0.18,"Human-centered casework and client advocacy; no AI/data-science duties mentioned, and core tasks require interpersonal judgment.",1,162095b7d139,gpt-5.4,openai,exposure
0.06,0.34,"Field sales role selling restaurant tech; little direct AI work, but relationship-driven sales limits automation.",1,f328836af9f0,gpt-5.4,openai,exposure
0.08,0.62,"Sales development at AI-enabled company, but role itself is sales outreach; many prospecting tasks are repetitive and scriptable.",1,26404e97c5d2,gpt-5.4,openai,exposure
0.03,0.18,"Compliance engineering and regulatory work; no AI/ML duties mentioned, and core tasks require expert judgment.",1,5ca0dfa0050e,gpt-5.4,openai,exposure
0.03,0.34,"Marketing/design support role; no AI or data-science duties mentioned. Creative, varied communication tasks limit full automation.",1,0ab8ded6f626,gpt-5.4,openai,exposure
0.01,0.18,"Food prep and kitchen cleaning are manual, physical, fast-paced tasks; posting mentions no AI, data, or software work.",1,7759fc3feb5d,gpt-5.4,openai,exposure
0.03,0.58,"Sales support and project assistance; no AI/data-science duties mentioned. Likely administrative, somewhat routine but collaborative and variable.",1,a8e2d4c91da9,gpt-5.4,openai,exposure
0.01,0.28,"Landscape design and estimating are human judgment-heavy; posting shows no AI, ML, or data-science involvement.",1,a0d17db50b88,gpt-5.4,openai,exposure
0.01,0.28,"Retail management training emphasizes leadership, customer service, and operations; little AI use, and core managerial tasks are not mostly automatable.",1,68abd5aa4a93,gpt-5.4,openai,exposure
0.01,0.18,"Front-end customer service leadership role; no AI/data tasks, and supervision/judgment-heavy duties limit automation.",1,c65fbf2d44ad,gpt-5.4,openai,exposure
0.03,0.18,"Fieldwork, outreach, and hands-on horticulture education dominate; little AI/data-science content, and core tasks are varied, physical, community-facing.",1,5dab0aa2675d,gpt-5.4,openai,exposure
0.03,0.28,"Wind technician role; posting mentions maintenance/operations, not AI. Physical fieldwork limits automation despite some routine tasks.",1,4e9853582ce3,gpt-5.4,openai,exposure
0.02,0.18,"Supervises field inspections, enforcement, training, and public interaction; little AI/data-science content and substantial nonroutine judgment.",1,831c497df5fd,gpt-5.4,openai,exposure
0.01,0.62,Hospitality dispatch role shows no AI use; scheduling and coordination tasks are fairly routine and software-automatable.,1,40886d0345a3,gpt-5.4,openai,exposure
0.01,0.08,"Temporary physical property-turnover labor; no AI/data tasks mentioned, and core work is manual, mobile, and repair-oriented.",1,a70164b7d6b6,gpt-5.4,openai,exposure
0.02,0.08,"Teaching Spanish centers on human instruction and classroom interaction; posting mentions no AI, analytics, or routine clerical tasks.",1,c89f9b5c25d6,gpt-5.4,openai,exposure
0.01,0.72,"Manual warehouse receiving, loading, delivery, and upkeep; no AI/data duties, but many tasks are repetitive and structured.",1,eabad4b5d4f2,gpt-5.4,openai,exposure
0.01,0.42,"Food safety compliance role mentions standards and support work, not AI; some checklist-based tasks are automatable, but oversight remains human.",1,9f3dae60136c,gpt-5.4,openai,exposure
0.01,0.62,"Food service support tasks are manual and repetitive; posting shows no AI, ML, or data-science involvement.",1,1269b2a7f03e,gpt-5.4,openai,exposure
0.08,0.27,"GIS software development role using Esri, Python, SQL; no explicit AI/ML. Custom integration and development reduce automability.",1,23daeda59d83,gpt-5.4,openai,exposure
0.01,0.58,"Food service, cleaning, clerical support, and classroom assistance; no AI duties. Some clerical tasks automatable, physical/support tasks less so.",1,d36b73dd9eb6,gpt-5.4,openai,exposure
0.01,0.42,"Restaurant closing manager role mentions staffing, coaching, leadership, and running operations; no AI/data-science duties, but some routine tasks exist.",1,170444d4e375,gpt-5.4,openai,exposure
0.01,0.28,"Manual animal care and milking; no AI/data tasks mentioned. Some routine tasks, but physical, variable livestock care limits automation.",1,5e28be65dff5,gpt-5.4,openai,exposure
0.01,0.08,"Environmental permitting/project leadership and sales; requires regulatory judgment, client management, expertise, and mentoring, not AI or routine tasks.",1,dd829e6d20d2,gpt-5.4,openai,exposure
0.01,0.58,"Insurance brokerage support role; no AI/data-science duties mentioned, but many servicing and marketing tasks appear structured and repeatable.",1,77e81010adb6,gpt-5.4,openai,exposure
0.02,0.18,"Food safety compliance and managerial judgment role; little AI/data-science content, many nonroutine oversight decisions.",1,4aa7dcff0c6f,gpt-5.4,openai,exposure
0.18,0.28,"Sales role for estimating software; mentions data analytics, but core work is consultative selling, relationship-building, and domain expertise.",1,3c6c47a4b816,gpt-5.4,openai,exposure
0.12,0.46,"Uses GIS and imagery interpretation, not explicit AI/ML; many mapping and validation tasks are structured but still need human judgment.",1,2986502afe77,gpt-5.4,openai,exposure
0.03,0.28,"Proposal budget development and compliance work; no AI/data-science duties, with substantial judgment and donor-specific customization.",1,adfeca8327fd,gpt-5.4,openai,exposure
0.02,0.12,"Legal advisory, negotiation, drafting, and strategy work; no AI/data-science duties, and tasks require expert judgment.",1,cff51ba35df8,gpt-5.4,openai,exposure
0.08,0.22,"Program management for product launches and cross-functional coordination; mentions precision tech broadly, not AI-specific, and work is nonroutine.",1,d903bb96084a,gpt-5.4,openai,exposure
0.01,0.18,"Manual horticulture maintenance role; no AI/data tasks mentioned, and core work requires physical, variable outdoor labor.",1,8f54aed1a66b,gpt-5.4,openai,exposure
0.18,0.08,"DSP communications engineering, system design, testing, and customer interaction; advanced technical work, not explicitly AI-focused or routine.",1,a795a7e5d321,gpt-5.4,openai,exposure
0.02,0.18,"Research safety compliance, inspections, reporting, and technical review of hazardous activities; little AI use, substantial human judgment and onsite work.",1,dac5061d7b76,gpt-5.4,openai,exposure
0.02,0.18,"Safety management posting shows no AI/data duties; role likely requires human oversight, judgment, and on-site coordination.",1,273e1a457d4e,gpt-5.4,openai,exposure
0.03,0.08,"Geotechnical forensic project management and client-facing engineering judgment; no AI/data-science duties, low routine automability.",1,bec04279793e,gpt-5.4,openai,exposure
0.96,0.72,"Role directly trains aviation AI; transcription is repetitive, though domain expertise and audio complexity reduce full automation.",1,8e3f483e32c6,gpt-5.4,openai,exposure
0.03,0.08,Psychiatric nurse practitioner role centers on clinical judgment and patient interaction; posting shows no AI or data-science duties.,1,c21f8b684d7d,gpt-5.4,openai,exposure
0.12,0.28,GIS programming and systems analysis use specialized development/integration skills; posting mentions no AI/ML and tasks are not mostly routine.,1,6a30f8515d08,gpt-5.4,openai,exposure
0.03,0.22,"Field surveying, inspections, supervision, and map maintenance are physical/judgment-heavy; no AI or data-science duties mentioned.",1,0226fc67746a,gpt-5.4,openai,exposure
0.01,0.28,"Hands-on fabrication supervision, welding, shipping, and safety leadership; no AI/data-science duties, and physical oversight limits automation.",1,e7978f7656f3,gpt-5.4,openai,exposure
0.01,0.12,"Facilities leadership role focused on maintenance operations, planning, safety, and cleanliness; little AI use, substantial nonroutine human oversight.",1,2d953feeea1a,gpt-5.4,openai,exposure
0.02,0.18,"Sales relationship-building and pipeline influence; no AI/data-science duties mentioned, core work is interpersonal and nonroutine.",1,31ad5e57f354,gpt-5.4,openai,exposure
0.03,0.18,"Sales/outreach role centered on relationship-building, tours, inquiries, and strategy; little explicit AI, low routine automability.",1,fab3d74c907f,gpt-5.4,openai,exposure
0.02,0.72,"Permit coordination appears administrative and process-driven; posting mentions no AI, ML, analytics, or technical model-building duties.",1,efd1155062f7,gpt-5.4,openai,exposure
0.03,0.28,"Utility project design and fieldwork; no AI/data-science duties mentioned, and physical/site-specific tasks limit automation.",1,f681642e96f9,gpt-5.4,openai,exposure
0.01,0.72,"Custodial lead role involves cleaning and training staff; no AI/data tasks, but many duties are routine though physical.",1,1bd6e929cb26,gpt-5.4,openai,exposure
0.03,0.18,"Transportation planning, coordination, liaison, and outreach role; no AI/data-science duties, and core work requires judgment and stakeholder interaction.",1,23ba6abe6b87,gpt-5.4,openai,exposure
0.01,0.72,"Manual floor-care and housekeeping role; no AI/data tasks mentioned, but duties are repetitive and standardized.",1,b9bbd55aaf87,gpt-5.4,openai,exposure
0.08,0.22,"eCommerce product ownership and A/B testing use analytics, not explicit AI; coordination and roadmap tasks are not mostly automatable.",1,c6468e988725,gpt-5.4,openai,exposure
0.03,0.18,"Safety and emergency-management coordination role; no AI/data-science duties. Core work involves compliance, planning, and cross-facility judgment.",1,3606d09ea679,gpt-5.4,openai,exposure
0.01,0.06,"School leadership posting; no AI/data-science duties mentioned, and principal work is nonroutine, interpersonal, and judgment-heavy.",1,0f3775f927cf,gpt-5.4,openai,exposure
0.02,0.12,"Microbiology role in food R&D/quality context; posting mentions no AI, and lab judgment tasks are not mostly routine.",1,9cde9b09fb15,gpt-5.4,openai,exposure
0.01,0.08,"Construction erosion-control supervision is field-based, judgment-heavy, and not described as using AI or data-science tools.",1,4545bbd3921e,gpt-5.4,openai,exposure
0.01,0.18,"Hands-on veterinary assistance, travel, greeting clients, and recommending services; little AI/data work and substantial physical interpersonal tasks.",1,69609af42dd1,gpt-5.4,openai,exposure
0.01,0.78,"Warehouse order-picking uses equipment and follows repetitive fulfillment steps; posting shows no AI, ML, or data-science duties.",1,3fc8be16565f,gpt-5.4,openai,exposure
0.02,0.18,"Major-gifts fundraising centers on donor relationships, storytelling, and strategy; little AI work, limited automation of core interpersonal tasks.",1,c26df78f1e31,gpt-5.4,openai,exposure
0.08,0.34,Sales/recruiting account role; no direct AI work mentioned. Relationship-building and business development limit automation.,1,91810d0963ae,gpt-5.4,openai,exposure
0.02,0.18,"Sales leadership rotation posting mentions commercial sales development, not AI/data science; core work likely interpersonal and varied, not routine.",1,b60ee6b707af,gpt-5.4,openai,exposure
0.01,0.12,"Safety monitoring, guest-flow support, and responsiveness are human-centric; no AI/data-science duties mentioned.",1,d1547c8c2e65,gpt-5.4,openai,exposure
0.01,0.18,"Manual livestock milking role; no AI/data tasks mentioned, though some milking functions can be mechanized.",1,97935fa97575,gpt-5.4,openai,exposure
0.03,0.42,"Insurance sales role uses tech-enabled leads, but core work is human relationship-building and personalized advising.",1,15aee38ee450,gpt-5.4,openai,exposure
0.01,0.18,"CDL crane delivery role; manual driving, rigging, and on-site hoisting dominate, with no AI/data tasks mentioned.",1,9b22be39bea4,gpt-5.4,openai,exposure
0.03,0.28,"Sales/account management and relationship-building role; no AI/data-science duties mentioned, and core work is interpersonal, not routine.",1,9e5d1dbe8dc0,gpt-5.4,openai,exposure
0.01,0.12,"Sous chef hospitality role; no AI/data tasks mentioned, and core cooking/coordination work is hands-on and nonroutine.",1,01789dab3484,gpt-5.4,openai,exposure
0.01,0.28,"CDL delivery driving role; no AI/data tasks mentioned. Physical driving, safety, and customer interaction limit current automation.",1,6c0f7cf13372,gpt-5.4,openai,exposure
0.01,0.62,Manual shelf-stocking and store upkeep use no AI; tasks are repetitive but require physical dexterity and occasional customer interaction.,1,d032c9e18d8c,gpt-5.4,openai,exposure
0.02,0.18,"Business development and supervisory duties; no AI/data-science tasks mentioned, and core work is interpersonal, managerial, nonroutine.",1,d9d0d403c0fe,gpt-5.4,openai,exposure
0.01,0.28,"Restaurant host duties are customer-facing and physical; posting shows no AI/data work, with only limited routine scheduling/seating tasks.",1,081c3cdbbbb6,gpt-5.4,openai,exposure
0.03,0.22,"Business development in construction focuses on relationship-building and sales; posting mentions no AI, analytics, or highly routine tasks.",1,ba56a5544a5f,gpt-5.4,openai,exposure
0.22,0.28,"Energy consulting and analytics role uses data systems, but posting shows human engineering judgment, not explicit AI or routine tasks.",1,ac32bcfd07af,gpt-5.4,openai,exposure
0.06,0.12,"Construction project oversight role; no direct AI work mentioned, and core tasks require human judgment and onsite coordination.",1,e4fc69731cb6,gpt-5.4,openai,exposure
0.02,0.58,Inside sales for wood products; no AI/data-science duties mentioned. Sales/order support is partly routine but needs human customer interaction.,1,fc3cf2cc69b3,gpt-5.4,openai,exposure
0.03,0.18,"Policy/regulatory analysis and cross-functional strategy work; little AI use mentioned, tasks require judgment and stakeholder interaction.",1,cd0063bc06cb,gpt-5.4,openai,exposure
0.01,0.42,"Manual yard, cleaning, fueling, shipping, and light mechanical tasks; no AI/data work mentioned, but some routine tasks are partly automatable.",1,bfdcf02fa2f7,gpt-5.4,openai,exposure
0.03,0.72,Operates food-processing machinery; no AI/data-science duties mentioned. Core production tasks are repetitive and partly machine-executable.,1,a12dffb0dfbc,gpt-5.4,openai,exposure
0.01,0.18,"Hands-on inspection, treatment, education, and tailored planning; no AI/data-science duties mentioned.",1,92d92cef359d,gpt-5.4,openai,exposure
0.02,0.18,"Food safety/client service role; no AI or analytics mentioned; work appears field-based, judgment-heavy, and customer-facing.",1,f08db9f0c539,gpt-5.4,openai,exposure
0.12,0.18,"Meteorology/engineering role estimating energy production; no explicit AI/data-science duties, and work appears specialized, judgment-heavy, nonroutine.",1,94ace450740c,gpt-5.4,openai,exposure
0.02,0.28,"Physical fieldwork, equipment setup, sampling, deliveries, and customer service; little AI use, limited automation due to manual outdoor tasks.",1,a8bec3ed7dc9,gpt-5.4,openai,exposure
0.01,0.88,"Manual conveyor packing, grading, weighing; no AI/data tasks mentioned. Repetitive standardized production work is highly automatable.",1,0fdd49eed5f2,gpt-5.4,openai,exposure
0.01,0.12,"Hands-on animal care, surgery assistance, monitoring, and client education; no AI/data-science duties mentioned.",1,1a26ecb4b9b3,gpt-5.4,openai,exposure
0.01,0.72,"Manual cleaning and kitchen support; no AI/data tasks mentioned, but duties are repetitive and partly automatable.",1,bab5b0b94bac,gpt-5.4,openai,exposure
0.08,0.28,"Field sales, merchandising, account management, and customer presentations dominate; only basic data use, with substantial in-person judgment.",1,2122eea2a85b,gpt-5.4,openai,exposure
0.03,0.08,"Leadership, client development, strategy, and technical environmental judgment; no explicit AI/data-science duties, low routine task content.",1,2667d16cc100,gpt-5.4,openai,exposure
0.08,0.12,"Executive utility management role; mentions new technologies research, but core work is strategic oversight, budgeting, and personnel management.",1,e2a3c1c8ad1d,gpt-5.4,openai,exposure
0.12,0.28,"Grants management, writing, compliance, and process coordination use some data analysis but are not primarily AI-focused or routine.",1,4d60a61b7e9b,gpt-5.4,openai,exposure
0.72,0.18,"Role manages AI-enabled self-service and digital HR platforms; strategic, cross-functional management work is not highly routine.",1,76d463de15c2,gpt-5.4,openai,exposure
0.05,0.08,"Senior environmental leadership, compliance, and strategic direction role; little AI/data-science content and low routine task share.",1,1a4889afd841,gpt-5.4,openai,exposure
0.01,0.18,"Food-service supervision, staffing, training, compliance, and client communication; little AI/data-science content, substantial human leadership and coordination.",1,df60712d94c5,gpt-5.4,openai,exposure
0.01,0.18,"Food-service supervision, staffing, training, compliance, and client coordination; little AI use, substantial in-person managerial judgment limits automation.",1,111ea3468d2d,gpt-5.4,openai,exposure
0.01,0.28,"B2B pest-control sales role; no AI/data-science duties. Relationship-building and prospecting are partly automatable, but core sales work remains human.",1,f4c899ef700d,gpt-5.4,openai,exposure
0.01,0.42,"In-person lead generation and customer conversation; no AI/data-science duties, but some outreach/screening tasks are partly automatable.",1,689a69d60df6,gpt-5.4,openai,exposure
0.08,0.12,Energy infrastructure project management for AI data centers; strategic collaboration and ambiguity make core tasks non-routine.,1,8ac1250e964c,gpt-5.4,openai,exposure
0.03,0.12,"Senior water/wastewater engineering and project leadership; posting mentions no AI/data-science tasks, and work is complex, client-facing, nonroutine.",1,0de78c4239db,gpt-5.4,openai,exposure
0.02,0.18,"Field sales and relationship management in metal recycling; no AI duties mentioned, and core work is interpersonal, physical, nonroutine.",1,8735dd631759,gpt-5.4,openai,exposure
0.03,0.18,"Business development role with travel and relationship-building; posting mentions no AI, and core work appears nonroutine, interpersonal, strategic.",1,066357e02e1d,gpt-5.4,openai,exposure
0.03,0.18,"Academic support management and coordination role; little AI/data-science content, and leadership/collaboration tasks are not highly routine.",1,1d3b39f6607c,gpt-5.4,openai,exposure
0.08,0.28,"Front-line visitor service and safety role in tech art space; little direct AI work, moderate routine but human-facing tasks.",1,1b1a02b1d939,gpt-5.4,openai,exposure
0.06,0.24,"Research, evaluation, coordination, and strategy support in clean energy; no explicit AI/data-science work, tasks require human judgment.",1,5c64c1217b4f,gpt-5.4,openai,exposure
0.03,0.18,"Sales territory strategy and relationship-building dominate; no AI/data-science duties mentioned, and core work is nonroutine, interpersonal.",1,194c1ff47e78,gpt-5.4,openai,exposure
0.03,0.22,"Supervises hospital cleaning staff and compliance; little AI/data work, and leadership, coordination, and oversight limit automation.",1,9e26abada733,gpt-5.4,openai,exposure
0.03,0.18,"Environmental remediation project engineering is field- and judgment-heavy; posting mentions no AI, ML, or data-science work.",1,e094f6a71469,gpt-5.4,openai,exposure
0.02,0.18,"Food service supervision posting shows no AI/data tasks; supervisory, people-facing work is only partly automatable.",1,035fb580a100,gpt-5.4,openai,exposure
0.18,0.22,"Sales management for quantum solutions; adjacent to advanced tech, but posting shows little direct AI/data-science work or routine automatable tasks.",1,4768e25ce709,gpt-5.4,openai,exposure
0.02,0.18,"In-home persuasive sales using presentations and rapport; little AI use mentioned, and core work relies on human interaction.",1,5216b4fd330a,gpt-5.4,openai,exposure
0.06,0.18,"Recruitment marketing leadership role; posting mentions no AI/data-science duties, and core work appears strategic and interpersonal.",1,c8c345adb6bf,gpt-5.4,openai,exposure
0.01,0.18,"Animal husbandry and care are hands-on biological tasks; posting shows no AI, ML, or data-science involvement.",1,d46e9bf01d2c,gpt-5.4,openai,exposure
0.02,0.12,"Environmental permitting, stakeholder coordination, and regulatory strategy dominate; little AI/data-science content and low routine automability.",1,3cc97c561a93,gpt-5.4,openai,exposure
0.03,0.28,"Business development role in sensor sales; no AI duties mentioned, and relationship-driven sales work is only partly automatable.",1,17f4567a1409,gpt-5.4,openai,exposure
0.08,0.22,"Archival processing and language-based collection work; little explicit AI use, substantial judgment limits automation.",1,1dd4459c95b3,gpt-5.4,openai,exposure
0.28,0.18,"Strategy and digitization role optimizing operations; mentions systems/logistics, not explicit AI. Core work is high-level, nonroutine.",1,201c35533d2e,gpt-5.4,openai,exposure
0.14,0.18,"Data governance and risk-program management role; mentions data, not AI/ML. Core work is judgment-heavy, cross-functional, nonroutine.",1,04e1764037ce,gpt-5.4,openai,exposure
0.01,0.12,School cafeteria monitoring is human supervision/safety work; posting shows no AI/data duties and limited routinizable core tasks.,1,58d71e07ba57,gpt-5.4,openai,exposure
0.06,0.42,"CNC programming/setup and machine operation use computerized tools, but not AI; physical machining tasks are only partly automatable.",1,99d7eba2d7f8,gpt-5.4,openai,exposure
0.02,0.18,"Hands-on mentoring, group instruction, and adaptive coaching dominate; little direct AI/data-science work and low routine automability.",1,023cb7062c47,gpt-5.4,openai,exposure
0.08,0.18,"Strategic product lifecycle, market analysis, and roadmap decisions; little explicit AI use and low routine repetitiveness.",1,975f256256f4,gpt-5.4,openai,exposure
0.08,0.22,"Field biological sampling and catch-data summarization; little explicit AI use, substantial in-person judgment and manual collection.",1,7c3347f518a8,gpt-5.4,openai,exposure
0.01,0.28,"Manual driving, unloading, and customer interaction; no AI/data tasks mentioned, and physical delivery limits automation.",1,7279e7c56e39,gpt-5.4,openai,exposure
0.01,0.12,"Environmental law associate role emphasizes legal analysis, writing, litigation, and client work; no AI/data-science duties, limited routine automation.",1,9dee54b7bb19,gpt-5.4,openai,exposure
0.02,0.18,"Municipal wastewater project engineering; no AI/data-science duties stated, and core engineering/project tasks are varied, site-specific, nonroutine.",1,0cbe2677d6dc,gpt-5.4,openai,exposure
0.01,0.06,"Animal care, training, and guest interaction dominate; no AI/data tasks mentioned, and core work is physical, adaptive, nonroutine.",1,9a79c8250906,gpt-5.4,openai,exposure
0.01,0.62,Prep cook role shows no AI use; food prep is repetitive but still requires manual dexterity and kitchen coordination.,1,bd32092d307f,gpt-5.4,openai,exposure
0.03,0.12,"Apprentice installation role in security/life-safety systems; hands-on field work, no AI/data-science duties mentioned.",1,58c506840ea8,gpt-5.4,openai,exposure
0.01,0.08,"Ranch management, livestock care, facilities upkeep, and education coordination are physical, varied, and not AI-focused.",1,7921d9960587,gpt-5.4,openai,exposure
0.82,0.18,"Role centers on AI agents strategy and customer engagement; business development work is relationship-driven, varied, and hard to automate.",1,d21ab1bc173b,gpt-5.4,openai,exposure
0.18,0.06,"Entrepreneurial CTO/founder role may touch tech strategy, but posting lacks explicit AI work; core tasks are highly nonroutine.",1,8e2059082e81,gpt-5.4,openai,exposure
0.02,0.08,"Law-enforcement border duties are physical, judgment-heavy, and human-facing; posting shows no AI, ML, or data-science work.",1,90673cb42f97,gpt-5.4,openai,exposure
0.02,0.18,"Outside insurance sales in specialized trade risk; relationship-driven, consultative work with little explicit AI involvement.",1,617e0b195c02,gpt-5.4,openai,exposure
0.01,0.08,"Hands-on wildlife exclusion, inspection, and structural repair; little AI use, low automability due to varied physical fieldwork.",1,e621f608f89d,gpt-5.4,openai,exposure
0.01,0.18,"Kitchen operations, food quality, costs, and labor management; no AI/data-science duties, and work is hands-on and variable.",1,291dc189c7af,gpt-5.4,openai,exposure
0.01,0.78,"Manual warehouse picking, restocking, packing, and cleaning; no AI/data tasks mentioned, but duties are repetitive and structured.",1,06049f81bcce,gpt-5.4,openai,exposure
